CouncilDistrict,OffenseCategory,ReportMonthYear,CrimeCount
2,Vandalism,September 2020,131
1,Sex Offenses,September 2020,16
3,Sex Offenses,September 2020,5
3,Drug/Narcotic Offenses,September 2020,7
2,Weapon Law Violations,September 2020,16
4,Vandalism,September 2020,190
2,Burglary,September 2020,106
NA,Assault Offenses,September 2020,16
1,Kidnapping/Abduction,September 2020,2
1,Burglary,September 2020,127
4,Robbery,September 2020,32
3,Burglary,September 2020,131
1,Pornography/Obscene Material,September 2020,2
1,Prostitution Offenses,September 2020,2
2,Sex Offenses,September 2020,8
4,Sex Offenses,September 2020,8
NA,Sex Offenses,September 2020,9
NA,Vandalism,September 2020,6
2,Robbery,September 2020,22
4,Larceny Offenses,September 2020,605
1,Larceny Offenses,September 2020,455
4,Pornography/Obscene Material,September 2020,5
1,Stolen Property Offenses,September 2020,2
3,Weapon Law Violations,September 2020,16
1,Weapon Law Violations,September 2020,28
2,Larceny Offenses,September 2020,518
2,Arson,September 2020,10
2,Assault Offenses,October 2020,190
3,Assault Offenses,October 2020,133
3,Burglary,October 2020,147
NA,Assault Offenses,October 2020,16
1,Assault Offenses,October 2020,212
4,Assault Offenses,October 2020,183
4,Vandalism,October 2020,204
2,Sex Offenses,October 2020,10
3,Pornography/Obscene Material,September 2020,2
2,Vandalism,October 2020,158
NA,Human Trafficking Offenses,October 2020,2
4,Weapon Law Violations,October 2020,13
1,Sex Offenses,October 2020,9
1,Robbery,October 2020,23
1,Kidnapping/Abduction,October 2020,4
1,Vandalism,October 2020,174
3,Counterfeiting/Forgery,September 2020,9
2,Counterfeiting/Forgery,September 2020,9
3,Larceny Offenses,October 2020,608
1,Weapon Law Violations,October 2020,40
3,Vandalism,October 2020,184
3,Weapon Law Violations,October 2020,18
2,Burglary,October 2020,118
NA,Sex Offenses,October 2020,6
3,Sex Offenses,October 2020,5
1,Drug/Narcotic Offenses,October 2020,21
4,Sex Offenses,October 2020,10
3,Robbery,October 2020,25
2,Kidnapping/Abduction,October 2020,2
2,Drug/Narcotic Offenses,October 2020,8
2,Fraud Offenses,September 2020,66
2,Pornography/Obscene Material,March 2020,2
NA,Fraud Offenses,September 2020,29
1,Pornography/Obscene Material,October 2020,2
4,Pornography/Obscene Material,October 2020,2
4,Larceny Offenses,October 2020,658
1,Arson,October 2020,19
2,Larceny Offenses,October 2020,552
4,Fraud Offenses,October 2020,67
1,Larceny Offenses,October 2020,446
NA,Pornography/Obscene Material,October 2020,1
1,Fraud Offenses,October 2020,100
1,Assault Offenses,November 2020,190
2,Assault Offenses,November 2020,161
3,Assault Offenses,November 2020,118
4,Sex Offenses,November 2020,13
1,Sex Offenses,November 2020,15
4,Assault Offenses,November 2020,143
2,Vandalism,November 2020,188
2,Sex Offenses,November 2020,5
2,Larceny Offenses,November 2020,472
1,Weapon Law Violations,November 2020,22
1,Burglary,October 2020,100
3,Pornography/Obscene Material,May 2020,6
3,Robbery,November 2020,13
1,Burglary,November 2020,70
2,Robbery,November 2020,18
3,Motor Vehicle Theft,November 2020,177
1,Larceny Offenses,November 2020,457
NA,Sex Offenses,November 2020,6
3,Pornography/Obscene Material,October 2020,1
NA,Assault Offenses,November 2020,20
4,Vandalism,November 2020,213
4,Fraud Offenses,November 2020,68
4,Larceny Offenses,November 2020,534
3,Weapon Law Violations,November 2020,6
2,Pornography/Obscene Material,November 2020,2
3,Sex Offenses,November 2020,7
2,Burglary,November 2020,140
3,Vandalism,November 2020,201
4,Arson,November 2020,18
2,Kidnapping/Abduction,November 2020,1
2,Animal Cruelty Offenses,November 2020,2
3,Larceny Offenses,November 2020,497
1,Motor Vehicle Theft,November 2020,208
3,Burglary,November 2020,170
1,Fraud Offenses,November 2020,70
1,Animal Cruelty Offenses,November 2020,1
1,Robbery,November 2020,22
1,Assault Offenses,December 2020,210
1,Robbery,December 2020,16
3,Assault Offenses,December 2020,109
NA,Assault Offenses,December 2020,10
1,Vandalism,December 2020,135
1,Pornography/Obscene Material,November 2020,3
4,Assault Offenses,December 2020,120
4,Weapon Law Violations,December 2020,12
2,Assault Offenses,December 2020,158
1,Sex Offenses,December 2020,9
4,Robbery,December 2020,18
1,Burglary,December 2020,77
2,Weapon Law Violations,December 2020,10
2,Motor Vehicle Theft,December 2020,154
2,Vandalism,December 2020,157
4,Sex Offenses,December 2020,8
4,Fraud Offenses,December 2020,79
1,Pornography/Obscene Material,December 2020,1
2,Sex Offenses,December 2020,11
3,Motor Vehicle Theft,December 2020,167
4,Larceny Offenses,December 2020,451
3,Vandalism,December 2020,148
1,Larceny Offenses,December 2020,418
2,Robbery,December 2020,25
3,Sex Offenses,December 2020,7
1,Weapon Law Violations,December 2020,20
4,Burglary,December 2020,131
2,Larceny Offenses,December 2020,507
4,Vandalism,December 2020,146
NA,Kidnapping/Abduction,December 2020,1
1,Animal Cruelty Offenses,December 2020,1
1,Drug/Narcotic Offenses,December 2020,18
2,Arson,December 2020,15
3,Drug/Narcotic Offenses,December 2020,6
NA,Larceny Offenses,December 2020,19
NA,Sex Offenses,December 2020,10
3,Pornography/Obscene Material,December 2020,2
1,Fraud Offenses,December 2020,64
2,Prostitution Offenses,July 2020,3
NA,Larceny Offenses,August 2020,41
4,Robbery,November 2020,24
2,Burglary,March 2020,115
2,Drug/Narcotic Offenses,February 2020,19
2,Motor Vehicle Theft,February 2020,161
2,Motor Vehicle Theft,March 2020,122
2,Motor Vehicle Theft,January 2020,156
2,Fraud Offenses,August 2020,65
2,Larceny Offenses,June 2020,333
3,Larceny Offenses,December 2020,529
3,Burglary,December 2020,140
3,Fraud Offenses,March 2020,90
3,Larceny Offenses,April 2020,406
3,Fraud Offenses,August 2020,73
3,Motor Vehicle Theft,October 2020,170
3,Larceny Offenses,May 2020,386
3,Fraud Offenses,June 2020,67
3,Robbery,July 2020,20
3,Fraud Offenses,April 2020,65
3,Burglary,January 2020,117
3,Motor Vehicle Theft,September 2020,200
3,Fraud Offenses,September 2020,72
3,Fraud Offenses,October 2020,82
3,Motor Vehicle Theft,March 2020,148
3,Motor Vehicle Theft,May 2020,112
3,Fraud Offenses,November 2020,77
1,Embezzlement,October 2020,5
1,Motor Vehicle Theft,January 2020,154
1,Motor Vehicle Theft,March 2020,141
2,Motor Vehicle Theft,August 2020,175
2,Fraud Offenses,April 2020,64
2,Motor Vehicle Theft,April 2020,135
2,Motor Vehicle Theft,July 2020,117
2,Embezzlement,July 2020,1
2,Motor Vehicle Theft,September 2020,167
2,Motor Vehicle Theft,October 2020,173
2,Motor Vehicle Theft,November 2020,160
2,Fraud Offenses,March 2020,74
2,Fraud Offenses,December 2020,65
2,Pornography/Obscene Material,July 2020,3
2,Robbery,April 2020,16
2,Drug/Narcotic Offenses,May 2020,10
2,Weapon Law Violations,May 2020,8
2,Weapon Law Violations,June 2020,8
2,Motor Vehicle Theft,May 2020,119
2,Counterfeiting/Forgery,March 2020,9
2,Fraud Offenses,May 2020,65
2,Drug/Narcotic Offenses,September 2020,4
2,Fraud Offenses,October 2020,64
4,Burglary,May 2020,157
4,Burglary,October 2020,128
4,Weapon Law Violations,February 2020,10
4,Drug/Narcotic Offenses,August 2020,9
4,Burglary,September 2020,115
4,Fraud Offenses,April 2020,76
4,Motor Vehicle Theft,June 2020,44
4,Motor Vehicle Theft,October 2020,78
4,Fraud Offenses,March 2020,78
4,Fraud Offenses,June 2020,65
4,Motor Vehicle Theft,September 2020,74
4,Motor Vehicle Theft,July 2020,85
4,Robbery,February 2020,30
4,Burglary,August 2020,138
4,Drug/Narcotic Offenses,February 2020,37
4,Drug/Narcotic Offenses,March 2020,24
4,Weapon Law Violations,March 2020,11
4,Burglary,April 2020,123
4,Burglary,June 2020,134
4,Motor Vehicle Theft,August 2020,91
4,Weapon Law Violations,July 2020,21
3,Motor Vehicle Theft,February 2020,145
3,Arson,February 2020,3
3,Burglary,June 2020,110
3,Robbery,May 2020,15
3,Counterfeiting/Forgery,June 2020,10
3,Fraud Offenses,December 2020,65
1,Fraud Offenses,July 2020,65
1,Motor Vehicle Theft,February 2020,144
1,Motor Vehicle Theft,October 2020,199
1,Counterfeiting/Forgery,November 2020,14
1,Motor Vehicle Theft,September 2020,211
NA,Larceny Offenses,May 2020,40
3,Robbery,December 2020,24
4,Weapon Law Violations,April 2020,17
4,Robbery,October 2020,21
4,Arson,March 2020,6
4,Arson,September 2020,29
4,Robbery,March 2020,23
4,Motor Vehicle Theft,November 2020,90
4,Embezzlement,January 2020,3
4,Fraud Offenses,August 2020,77
4,Drug/Narcotic Offenses,November 2020,8
4,Weapon Law Violations,January 2020,13
4,Arson,July 2020,28
2,Fraud Offenses,July 2020,53
2,Motor Vehicle Theft,June 2020,128
2,Robbery,July 2020,23
3,Weapon Law Violations,May 2020,16
3,Homicide Offenses,July 2020,3
1,Drug/Narcotic Offenses,August 2020,12
1,Fraud Offenses,March 2020,74
1,Motor Vehicle Theft,May 2020,111
1,Stolen Property Offenses,May 2020,3
1,Motor Vehicle Theft,June 2020,110
2,Fraud Offenses,January 2020,55
4,Burglary,February 2020,67
4,Motor Vehicle Theft,May 2020,43
4,Arson,May 2020,37
4,Burglary,November 2020,125
4,Motor Vehicle Theft,January 2020,74
4,Counterfeiting/Forgery,December 2020,5
4,Motor Vehicle Theft,December 2020,61
4,Counterfeiting/Forgery,April 2020,9
3,Fraud Offenses,May 2020,69
1,Animal Cruelty Offenses,February 2020,2
4,Motor Vehicle Theft,February 2020,56
4,Arson,August 2020,18
4,Robbery,January 2020,21
4,Weapon Law Violations,August 2020,20
4,Robbery,June 2020,12
4,Arson,June 2020,34
2,Burglary,December 2020,89
2,Arson,October 2020,6
2,Counterfeiting/Forgery,December 2020,7
3,Counterfeiting/Forgery,December 2020,10
1,Motor Vehicle Theft,December 2020,189
1,Homicide Offenses,November 2020,1
NA,Drug/Narcotic Offenses,November 2020,1
NA,Vandalism,August 2020,16
NA,Vandalism,June 2020,14
2,Burglary,May 2020,89
4,Arson,October 2020,20
3,Fraud Offenses,July 2020,58
3,Counterfeiting/Forgery,February 2020,11
3,Stolen Property Offenses,January 2020,2
1,Weapon Law Violations,August 2020,26
NA,Larceny Offenses,November 2020,27
NA,Larceny Offenses,March 2020,35
3,Embezzlement,September 2020,1
3,Stolen Property Offenses,April 2020,2
3,Drug/Narcotic Offenses,November 2020,7
4,Motor Vehicle Theft,April 2020,72
4,Pornography/Obscene Material,November 2020,1
4,Counterfeiting/Forgery,January 2020,13
4,Fraud Offenses,September 2020,75
3,Arson,March 2020,4
3,Stolen Property Offenses,March 2020,3
3,Counterfeiting/Forgery,August 2020,16
3,Animal Cruelty Offenses,November 2020,1
NA,Fraud Offenses,July 2020,11
2,Homicide Offenses,July 2020,3
2,Robbery,October 2020,17
2,Robbery,June 2020,15
2,Embezzlement,December 2020,5
4,Counterfeiting/Forgery,August 2020,4
3,Homicide Offenses,October 2020,3
3,Arson,October 2020,13
1,Drug/Narcotic Offenses,March 2020,43
1,Counterfeiting/Forgery,October 2020,16
1,Counterfeiting/Forgery,August 2020,12
NA,Motor Vehicle Theft,November 2020,5
3,Arson,June 2020,4
4,Weapon Law Violations,November 2020,13
4,Drug/Narcotic Offenses,June 2020,8
4,Counterfeiting/Forgery,October 2020,9
4,Stolen Property Offenses,February 2020,1
3,Fraud Offenses,January 2020,42
1,Counterfeiting/Forgery,December 2020,12
2,Weapon Law Violations,April 2020,7
2,Counterfeiting/Forgery,October 2020,13
2,Fraud Offenses,November 2020,48
2,Arson,August 2020,16
2,Arson,June 2020,13
2,Counterfeiting/Forgery,July 2020,4
2,Arson,July 2020,8
2,Extortion/Blackmail,September 2020,2
2,Pornography/Obscene Material,September 2020,3
NA,Larceny Offenses,February 2020,47
1,Homicide Offenses,July 2020,6
NA,Larceny Offenses,October 2020,43
3,Stolen Property Offenses,February 2020,4
4,Counterfeiting/Forgery,July 2020,9
4,Embezzlement,February 2020,2
4,Pornography/Obscene Material,February 2020,1
4,Prostitution Offenses,November 2020,1
4,Counterfeiting/Forgery,March 2020,11
2,Weapon Law Violations,November 2020,18
2,Fraud Offenses,June 2020,55
3,Drug/Narcotic Offenses,June 2020,3
1,Counterfeiting/Forgery,May 2020,11
1,Arson,December 2020,6
2,Not an Offense,December 2020,1
2,Animal Cruelty Offenses,December 2020,1
4,Arson,December 2020,14
4,Homicide Offenses,November 2020,1
1,Counterfeiting/Forgery,April 2020,21
3,Arson,January 2020,4
3,Weapon Law Violations,December 2020,11
4,Arson,April 2020,5
4,Counterfeiting/Forgery,February 2020,8
3,Arson,December 2020,9
NA,Vandalism,February 2020,15
NA,Motor Vehicle Theft,February 2020,3
NA,Vandalism,April 2020,16
NA,Drug/Narcotic Offenses,May 2020,12
NA,Weapon Law Violations,May 2020,4
NA,Motor Vehicle Theft,December 2020,2
NA,Burglary,December 2020,2
NA,Homicide Offenses,June 2020,1
2,Drug/Narcotic Offenses,November 2020,10
4,Robbery,April 2020,16
4,Extortion/Blackmail,October 2020,1
NA,Fraud Offenses,December 2020,36
3,Arson,September 2020,7
3,Counterfeiting/Forgery,May 2020,5
4,Arson,February 2020,1
4,Counterfeiting/Forgery,September 2020,6
1,Embezzlement,February 2020,3
1,Pornography/Obscene Material,May 2020,3
1,Extortion/Blackmail,May 2020,1
1,Arson,August 2020,7
1,Counterfeiting/Forgery,February 2020,19
4,Counterfeiting/Forgery,June 2020,5
2,Arson,November 2020,10
3,Extortion/Blackmail,April 2020,1
1,Fraud Offenses,September 2020,59
NA,Counterfeiting/Forgery,October 2020,1
2,Animal Cruelty Offenses,September 2020,1
3,Stolen Property Offenses,October 2020,2
3,Embezzlement,June 2020,3
2,Weapon Law Violations,October 2020,16
3,Drug/Narcotic Offenses,August 2020,5
3,Drug/Narcotic Offenses,October 2020,11
4,Counterfeiting/Forgery,May 2020,8
4,Stolen Property Offenses,May 2020,1
2,Arson,January 2020,2
2,Counterfeiting/Forgery,November 2020,7
2,Weapon Law Violations,February 2020,6
NA,Fraud Offenses,August 2020,17
NA,Counterfeiting/Forgery,August 2020,2
1,Counterfeiting/Forgery,March 2020,8
3,Arson,April 2020,6
4,Stolen Property Offenses,April 2020,2
4,Embezzlement,May 2020,1
2,Stolen Property Offenses,March 2020,1
2,Embezzlement,January 2020,11
1,Drug/Narcotic Offenses,January 2020,46
1,Counterfeiting/Forgery,June 2020,11
3,Counterfeiting/Forgery,July 2020,6
1,Kidnapping/Abduction,July 2020,1
4,Drug/Narcotic Offenses,October 2020,8
4,Prostitution Offenses,April 2020,1
4,Embezzlement,November 2020,3
4,Drug/Narcotic Offenses,December 2020,6
4,Homicide Offenses,August 2020,2
1,Counterfeiting/Forgery,July 2020,7
1,Counterfeiting/Forgery,September 2020,17
4,Embezzlement,July 2020,3
4,Counterfeiting/Forgery,November 2020,3
NA,Larceny Offenses,April 2020,25
4,Embezzlement,April 2020,1
1,Stolen Property Offenses,June 2020,1
2,Extortion/Blackmail,February 2020,2
3,Stolen Property Offenses,August 2020,1
1,Extortion/Blackmail,December 2020,1
3,Homicide Offenses,June 2020,1
1,Pornography/Obscene Material,February 2020,1
4,Stolen Property Offenses,January 2020,3
4,Pornography/Obscene Material,July 2020,1
4,Homicide Offenses,October 2020,2
2,Pornography/Obscene Material,February 2020,1
2,Embezzlement,February 2020,4
2,Embezzlement,May 2020,1
3,Weapon Law Violations,June 2020,8
1,Arson,March 2020,6
NA,Drug/Narcotic Offenses,January 2020,15
NA,Weapon Law Violations,January 2020,5
2,Arson,March 2020,6
1,Drug/Narcotic Offenses,November 2020,19
NA,Counterfeiting/Forgery,February 2020,4
2,Animal Cruelty Offenses,August 2020,1
2,Counterfeiting/Forgery,June 2020,6
3,Counterfeiting/Forgery,April 2020,4
NA,Fraud Offenses,January 2020,30
NA,Stolen Property Offenses,January 2020,2
4,Kidnapping/Abduction,October 2020,3
3,Animal Cruelty Offenses,July 2020,1
2,Human Trafficking Offenses,January 2020,2
2,Counterfeiting/Forgery,August 2020,4
3,Extortion/Blackmail,November 2020,3
NA,Counterfeiting/Forgery,January 2020,5
4,Pornography/Obscene Material,December 2020,1
NA,Arson,April 2020,2
2,Counterfeiting/Forgery,May 2020,7
3,Animal Cruelty Offenses,August 2020,1
1,Stolen Property Offenses,February 2020,3
1,Arson,June 2020,7
NA,Fraud Offenses,February 2020,41
NA,Weapon Law Violations,February 2020,1
1,Arson,May 2020,9
3,Counterfeiting/Forgery,October 2020,5
NA,Fraud Offenses,April 2020,18
3,Counterfeiting/Forgery,January 2020,9
1,Drug/Narcotic Offenses,September 2020,13
1,Arson,September 2020,12
3,Stolen Property Offenses,June 2020,1
3,Weapon Law Violations,July 2020,4
1,Prostitution Offenses,October 2020,1
NA,Arson,May 2020,2
4,Animal Cruelty Offenses,August 2020,1
2,Embezzlement,April 2020,1
2,Pornography/Obscene Material,December 2020,1
3,Arson,November 2020,4
NA,Counterfeiting/Forgery,April 2020,3
3,Kidnapping/Abduction,October 2020,1
2,Arson,February 2020,3
3,Counterfeiting/Forgery,November 2020,4
3,Embezzlement,December 2020,3
3,Pornography/Obscene Material,June 2020,1
1,Prostitution Offenses,April 2020,1
3,Homicide Offenses,March 2020,1
4,Pornography/Obscene Material,August 2020,1
4,Kidnapping/Abduction,July 2020,1
NA,Larceny Offenses,September 2020,32
3,Animal Cruelty Offenses,May 2020,1
2,Homicide Offenses,December 2020,5
2,Stolen Property Offenses,January 2020,1
3,Pornography/Obscene Material,April 2020,1
4,Pornography/Obscene Material,May 2020,1
2,Kidnapping/Abduction,January 2020,1
3,Pornography/Obscene Material,November 2020,1
4,Embezzlement,March 2020,1
2,Pornography/Obscene Material,April 2020,1
2,Embezzlement,March 2020,8
1,Embezzlement,April 2020,2
1,Extortion/Blackmail,October 2020,2
NA,Drug/Narcotic Offenses,March 2020,8
4,Human Trafficking Offenses,September 2020,1
2,Stolen Property Offenses,April 2020,1
2,Arson,May 2020,4
1,Embezzlement,March 2020,2
1,Stolen Property Offenses,August 2020,1
3,Human Trafficking Offenses,March 2020,1
3,Prostitution Offenses,March 2020,1
1,Arson,January 2020,7
1,Homicide Offenses,October 2020,3
2,Drug/Narcotic Offenses,August 2020,2
2,Extortion/Blackmail,April 2020,1
2,Prostitution Offenses,April 2020,1
2,Human Trafficking Offenses,October 2020,1
2,Prostitution Offenses,October 2020,1
2,Extortion/Blackmail,October 2020,1
4,Pornography/Obscene Material,April 2020,1
1,Arson,November 2020,2
4,Embezzlement,September 2020,1
1,Embezzlement,November 2020,2
4,Stolen Property Offenses,October 2020,1
1,Embezzlement,January 2020,3
3,Embezzlement,August 2020,1
3,Prostitution Offenses,June 2020,1
NA,Fraud Offenses,June 2020,9
NA,Fraud Offenses,October 2020,31
1,Pornography/Obscene Material,April 2020,1
3,Animal Cruelty Offenses,February 2020,1
3,Embezzlement,April 2020,1
2,Drug/Narcotic Offenses,July 2020,4
2,Homicide Offenses,June 2020,1
4,Extortion/Blackmail,December 2020,1
NA,Vandalism,May 2020,14
2,Drug/Narcotic Offenses,June 2020,2
3,Prostitution Offenses,July 2020,1
NA,Larceny Offenses,July 2020,18
2,Embezzlement,September 2020,1
2,Animal Cruelty Offenses,June 2020,1
1,Drug/Narcotic Offenses,June 2020,7
NA,Motor Vehicle Theft,April 2020,6
3,Pornography/Obscene Material,August 2020,1
3,Kidnapping/Abduction,December 2020,1
2,Drug/Narcotic Offenses,December 2020,4
3,Embezzlement,October 2020,1
3,Kidnapping/Abduction,February 2020,1
NA,Vandalism,July 2020,11
3,Pornography/Obscene Material,July 2020,1
1,Human Trafficking Offenses,November 2020,2
3,Animal Cruelty Offenses,September 2020,1
4,Homicide Offenses,July 2020,1
NA,Vandalism,March 2020,11
2,Homicide Offenses,September 2020,4
2,Stolen Property Offenses,October 2020,2
1,Homicide Offenses,June 2020,1
NA,Motor Vehicle Theft,August 2020,4
2,Extortion/Blackmail,June 2020,1
NA,Vandalism,January 2020,10
2,Animal Cruelty Offenses,April 2020,1
3,Pornography/Obscene Material,March 2020,1
NA,Fraud Offenses,November 2020,24
1,Arson,February 2020,3
1,Stolen Property Offenses,December 2020,2
3,Stolen Property Offenses,September 2020,1
1,Kidnapping/Abduction,November 2020,3
1,Prostitution Offenses,January 2020,6
1,Prostitution Offenses,December 2020,4
1,Embezzlement,December 2020,1
1,Embezzlement,June 2020,1
1,Homicide Offenses,August 2020,4
2,Stolen Property Offenses,November 2020,1
1,Embezzlement,September 2020,2
NA,Counterfeiting/Forgery,July 2020,2
NA,Counterfeiting/Forgery,November 2020,13
NA,Counterfeiting/Forgery,December 2020,3
1,Embezzlement,July 2020,1
1,Homicide Offenses,May 2020,2
1,Stolen Property Offenses,October 2020,2
1,Embezzlement,May 2020,1
1,Animal Cruelty Offenses,August 2020,1
1,Pornography/Obscene Material,July 2020,1
1,Stolen Property Offenses,January 2020,2
1,Stolen Property Offenses,July 2020,1
1,Human Trafficking Offenses,October 2020,1
NA,Motor Vehicle Theft,March 2020,1
NA,Kidnapping/Abduction,February 2020,2
NA,Vandalism,October 2020,9
NA,Weapon Law Violations,March 2020,3
NA,Weapon Law Violations,December 2020,2
3,Homicide Offenses,September 2020,1
3,Kidnapping/Abduction,March 2020,1
NA,Weapon Law Violations,November 2020,3
2,Animal Cruelty Offenses,March 2020,1
3,Homicide Offenses,August 2020,1
1,Stolen Property Offenses,November 2020,1
1,Homicide Offenses,September 2020,1
NA,Drug/Narcotic Offenses,April 2020,9
NA,Weapon Law Violations,August 2020,1
3,Prostitution Offenses,February 2020,1
4,Extortion/Blackmail,March 2020,1
4,Animal Cruelty Offenses,May 2020,1
NA,Motor Vehicle Theft,October 2020,4
4,Stolen Property Offenses,June 2020,1
4,Stolen Property Offenses,March 2020,1
4,Stolen Property Offenses,December 2020,1
3,Homicide Offenses,November 2020,1
1,Homicide Offenses,December 2020,1
1,Bribery,January 2020,1
1,Homicide Offenses,April 2020,1
3,Stolen Property Offenses,July 2020,1
3,Animal Cruelty Offenses,October 2020,1
1,Homicide Offenses,January 2020,1
NA,Weapon Law Violations,April 2020,2
NA,Motor Vehicle Theft,July 2020,6
4,Extortion/Blackmail,February 2020,1
4,Animal Cruelty Offenses,April 2020,1
NA,Drug/Narcotic Offenses,February 2020,8
4,Homicide Offenses,March 2020,1
4,Stolen Property Offenses,July 2020,1
NA,Motor Vehicle Theft,January 2020,1
NA,Human Trafficking Offenses,January 2020,2
NA,Burglary,February 2020,1
NA,Embezzlement,February 2020,1
NA,Robbery,February 2020,1
NA,Counterfeiting/Forgery,March 2020,3
NA,Extortion/Blackmail,March 2020,1
NA,Pornography/Obscene Material,March 2020,3
NA,Robbery,March 2020,3
NA,Burglary,March 2020,2
NA,Motor Vehicle Theft,May 2020,4
NA,Burglary,May 2020,6
NA,Pornography/Obscene Material,May 2020,4
NA,Counterfeiting/Forgery,May 2020,1
NA,Kidnapping/Abduction,May 2020,1
NA,Arson,June 2020,4
NA,Motor Vehicle Theft,June 2020,5
NA,Weapon Law Violations,June 2020,1
NA,Burglary,June 2020,1
NA,Burglary,July 2020,1
NA,Weapon Law Violations,July 2020,1
NA,Robbery,July 2020,1
NA,Drug/Narcotic Offenses,July 2020,2
NA,Human Trafficking Offenses,August 2020,1
NA,Burglary,August 2020,3
NA,Motor Vehicle Theft,September 2020,5
NA,Robbery,September 2020,1
NA,Counterfeiting/Forgery,September 2020,1
NA,Burglary,September 2020,2
NA,Weapon Law Violations,September 2020,1
NA,Drug/Narcotic Offenses,September 2020,4
NA,Stolen Property Offenses,September 2020,1
NA,Embezzlement,September 2020,1
NA,Drug/Narcotic Offenses,October 2020,2
NA,Burglary,October 2020,3
NA,Weapon Law Violations,October 2020,2
NA,Embezzlement,October 2020,1
NA,Burglary,November 2020,3
NA,Vandalism,November 2020,4
NA,Drug/Narcotic Offenses,December 2020,3
NA,Vandalism,December 2020,4
NA,Robbery,December 2020,1
NA,Arson,February 2020,1
NA,Arson,March 2020,1
NA,Prostitution Offenses,October 2020,1
NA,Prostitution Offenses,December 2020,1
NA,Extortion/Blackmail,October 2020,1
NA,Extortion/Blackmail,December 2020,1
2,Assault Offenses,January 2021,152
2,Larceny Offenses,January 2021,506
4,Assault Offenses,January 2021,143
1,Assault Offenses,January 2021,190
1,Vandalism,January 2021,141
3,Assault Offenses,January 2021,115
1,Sex Offenses,January 2021,16
3,Drug/Narcotic Offenses,January 2021,10
3,Weapon Law Violations,January 2021,13
2,Sex Offenses,January 2021,13
1,Burglary,January 2021,77
3,Robbery,January 2021,16
3,Vandalism,January 2021,142
3,Burglary,January 2021,119
NA,Assault Offenses,January 2021,15
4,Vandalism,January 2021,174
4,Robbery,January 2021,18
NA,Sex Offenses,January 2021,6
2,Vandalism,January 2021,156
1,Kidnapping/Abduction,January 2021,5
1,Pornography/Obscene Material,January 2021,3
1,Larceny Offenses,January 2021,363
3,Sex Offenses,January 2021,7
4,Sex Offenses,January 2021,6
4,Burglary,January 2021,147
2,Burglary,January 2021,108
1,Animal Cruelty Offenses,January 2021,1
1,Robbery,January 2021,21
3,Kidnapping/Abduction,January 2021,1
2,Kidnapping/Abduction,January 2021,5
2,Arson,January 2021,11
1,Arson,January 2021,14
3,Motor Vehicle Theft,January 2021,135
2,Pornography/Obscene Material,January 2021,1
3,Larceny Offenses,January 2021,375
4,Motor Vehicle Theft,January 2021,69
2,Robbery,January 2021,23
NA,Larceny Offenses,January 2021,19
1,Assault Offenses,February 2021,201
3,Pornography/Obscene Material,January 2021,2
2,Assault Offenses,February 2021,128
3,Assault Offenses,February 2021,100
1,Kidnapping/Abduction,February 2021,2
2,Vandalism,February 2021,107
1,Weapon Law Violations,February 2021,24
1,Burglary,February 2021,72
1,Larceny Offenses,February 2021,352
4,Assault Offenses,February 2021,142
2,Sex Offenses,February 2021,12
3,Vandalism,February 2021,129
3,Larceny Offenses,February 2021,303
1,Motor Vehicle Theft,February 2021,173
1,Vandalism,February 2021,128
1,Sex Offenses,February 2021,11
1,Robbery,February 2021,28
3,Fraud Offenses,January 2021,71
3,Sex Offenses,February 2021,9
3,Weapon Law Violations,February 2021,10
4,Weapon Law Violations,February 2021,8
4,Larceny Offenses,February 2021,415
4,Burglary,February 2021,120
1,Drug/Narcotic Offenses,February 2021,13
2,Motor Vehicle Theft,February 2021,154
NA,Burglary,January 2021,3
NA,Vandalism,January 2021,4
3,Extortion/Blackmail,January 2021,1
4,Animal Cruelty Offenses,February 2021,3
2,Kidnapping/Abduction,February 2021,1
NA,Assault Offenses,February 2021,7
NA,Sex Offenses,February 2021,7
2,Human Trafficking Offenses,February 2021,2
2,Larceny Offenses,February 2021,420
2,Burglary,February 2021,74
4,Sex Offenses,February 2021,4
2,Extortion/Blackmail,February 2021,1
2,Fraud Offenses,February 2021,66
4,Vandalism,February 2021,187
2,Pornography/Obscene Material,February 2021,2
3,Fraud Offenses,February 2021,50
NA,Fraud Offenses,February 2021,29
NA,Vandalism,February 2021,10
2,Assault Offenses,March 2021,167
4,Assault Offenses,March 2021,140
3,Sex Offenses,March 2021,10
1,Assault Offenses,March 2021,217
1,Extortion/Blackmail,February 2021,2
3,Assault Offenses,March 2021,134
4,Vandalism,March 2021,188
1,Pornography/Obscene Material,March 2021,4
3,Vandalism,March 2021,145
3,Weapon Law Violations,March 2021,11
1,Human Trafficking Offenses,February 2021,2
4,Sex Offenses,March 2021,13
2,Sex Offenses,March 2021,11
1,Sex Offenses,March 2021,9
1,Drug/Narcotic Offenses,March 2021,21
2,Vandalism,March 2021,170
3,Arson,March 2021,10
1,Arson,March 2021,11
1,Motor Vehicle Theft,March 2021,172
NA,Human Trafficking Offenses,March 2021,2
NA,Assault Offenses,March 2021,7
3,Larceny Offenses,March 2021,406
1,Weapon Law Violations,March 2021,31
2,Burglary,March 2021,109
1,Vandalism,March 2021,162
