CouncilDistrict,OffenseCategory,ReportMonthYear,CrimeCount
2,Burglary,June 2018,109
2,Counterfeiting/Forgery,October 2018,13
2,Fraud Offenses,February 2018,93
2,Drug/Narcotic Offenses,February 2018,21
2,Drug/Narcotic Offenses,March 2018,32
2,Drug/Narcotic Offenses,July 2018,30
2,Fraud Offenses,August 2018,81
2,Drug/Narcotic Offenses,October 2018,21
2,Weapon Law Violations,November 2018,7
2,Burglary,February 2018,67
2,Motor Vehicle Theft,January 2018,145
4,Motor Vehicle Theft,September 2018,67
4,Arson,September 2018,14
4,Embezzlement,November 2018,5
4,Counterfeiting/Forgery,February 2018,11
4,Animal Cruelty Offenses,April 2018,2
4,Vandalism,May 2018,129
4,Drug/Narcotic Offenses,June 2018,66
4,Motor Vehicle Theft,November 2018,93
4,Fraud Offenses,November 2018,86
4,Motor Vehicle Theft,December 2018,82
4,Robbery,January 2018,25
4,Burglary,February 2018,75
4,Fraud Offenses,May 2018,88
4,Motor Vehicle Theft,January 2018,68
4,Drug/Narcotic Offenses,March 2018,57
4,Drug/Narcotic Offenses,August 2018,53
4,Drug/Narcotic Offenses,September 2018,90
4,Drug/Narcotic Offenses,December 2018,79
3,Motor Vehicle Theft,September 2018,132
3,Stolen Property Offenses,March 2018,2
3,Fraud Offenses,October 2018,66
3,Motor Vehicle Theft,July 2018,147
3,Kidnapping/Abduction,January 2018,1
1,Animal Cruelty Offenses,March 2018,2
1,Motor Vehicle Theft,April 2018,221
1,Arson,September 2018,9
3,Fraud Offenses,July 2018,59
3,Embezzlement,July 2018,3
3,Drug/Narcotic Offenses,July 2018,23
3,Weapon Law Violations,September 2018,8
3,Fraud Offenses,August 2018,60
3,Arson,March 2018,4
3,Embezzlement,April 2018,1
3,Burglary,October 2018,91
3,Embezzlement,November 2018,1
4,Arson,May 2018,9
4,Robbery,October 2018,18
4,Drug/Narcotic Offenses,January 2018,63
4,Burglary,September 2018,60
4,Weapon Law Violations,February 2018,10
4,Motor Vehicle Theft,August 2018,67
4,Robbery,December 2018,23
4,Motor Vehicle Theft,October 2018,80
4,Stolen Property Offenses,January 2018,2
4,Counterfeiting/Forgery,November 2018,17
4,Fraud Offenses,December 2018,59
NA,Larceny Offenses,February 2018,24
2,Motor Vehicle Theft,March 2018,101
3,Counterfeiting/Forgery,March 2018,13
3,Burglary,December 2018,114
1,Animal Cruelty Offenses,May 2018,1
1,Counterfeiting/Forgery,September 2018,24
1,Motor Vehicle Theft,July 2018,182
1,Motor Vehicle Theft,November 2018,199
1,Arson,November 2018,3
1,Homicide Offenses,January 2018,1
2,Arson,August 2018,9
2,Prostitution Offenses,June 2018,13
4,Arson,July 2018,4
4,Motor Vehicle Theft,February 2018,38
4,Embezzlement,January 2018,9
NA,Larceny Offenses,November 2018,28
4,Robbery,May 2018,24
4,Motor Vehicle Theft,March 2018,76
3,Counterfeiting/Forgery,September 2018,10
3,Weapon Law Violations,January 2018,10
3,Animal Cruelty Offenses,June 2018,1
1,Extortion/Blackmail,March 2018,1
1,Motor Vehicle Theft,December 2018,200
1,Drug/Narcotic Offenses,December 2018,37
NA,Vandalism,October 2018,9
3,Burglary,June 2018,87
4,Weapon Law Violations,September 2018,8
4,Counterfeiting/Forgery,March 2018,9
4,Counterfeiting/Forgery,April 2018,8
4,Extortion/Blackmail,August 2018,1
2,Motor Vehicle Theft,November 2018,156
2,Burglary,August 2018,115
3,Drug/Narcotic Offenses,September 2018,16
1,Drug/Narcotic Offenses,April 2018,44
1,Counterfeiting/Forgery,November 2018,31
2,Embezzlement,April 2018,4
2,Counterfeiting/Forgery,April 2018,6
2,Arson,October 2018,12
4,Counterfeiting/Forgery,June 2018,8
4,Homicide Offenses,January 2018,2
4,Arson,January 2018,5
4,Kidnapping/Abduction,October 2018,2
1,Robbery,November 2018,34
NA,Drug/Narcotic Offenses,December 2018,4
4,Pornography/Obscene Material,September 2018,2
NA,Drug/Narcotic Offenses,June 2018,1
NA,Weapon Law Violations,June 2018,3
3,Embezzlement,January 2018,2
1,Pornography/Obscene Material,October 2018,2
NA,Counterfeiting/Forgery,August 2018,3
2,Counterfeiting/Forgery,July 2018,15
2,Animal Cruelty Offenses,April 2018,1
2,Fraud Offenses,December 2018,57
4,Stolen Property Offenses,May 2018,1
4,Burglary,January 2018,71
4,Embezzlement,June 2018,8
4,Arson,December 2018,3
3,Weapon Law Violations,February 2018,5
3,Drug/Narcotic Offenses,April 2018,27
NA,Motor Vehicle Theft,November 2018,3
3,Arson,October 2018,5
4,Counterfeiting/Forgery,October 2018,7
4,Motor Vehicle Theft,May 2018,87
4,Motor Vehicle Theft,June 2018,56
3,Fraud Offenses,December 2018,63
NA,Counterfeiting/Forgery,March 2018,2
2,Counterfeiting/Forgery,June 2018,8
2,Embezzlement,August 2018,6
2,Pornography/Obscene Material,December 2018,1
2,Weapon Law Violations,December 2018,7
4,Arson,March 2018,6
4,Arson,April 2018,3
4,Drug/Narcotic Offenses,November 2018,25
1,Drug/Narcotic Offenses,June 2018,37
1,Embezzlement,September 2018,4
4,Arson,November 2018,3
4,Embezzlement,March 2018,1
4,Embezzlement,December 2018,7
4,Counterfeiting/Forgery,September 2018,11
4,Counterfeiting/Forgery,December 2018,4
NA,Larceny Offenses,June 2018,23
2,Embezzlement,January 2018,7
3,Arson,July 2018,7
NA,Larceny Offenses,April 2018,33
1,Counterfeiting/Forgery,March 2018,22
1,Embezzlement,November 2018,7
2,Drug/Narcotic Offenses,December 2018,21
2,Weapon Law Violations,May 2018,12
2,Homicide Offenses,December 2018,1
4,Arson,February 2018,5
4,Stolen Property Offenses,September 2018,1
3,Counterfeiting/Forgery,May 2018,19
1,Counterfeiting/Forgery,August 2018,30
1,Counterfeiting/Forgery,December 2018,19
3,Arson,May 2018,5
3,Pornography/Obscene Material,January 2018,1
4,Embezzlement,May 2018,5
NA,Vandalism,July 2018,2
NA,Motor Vehicle Theft,August 2018,3
NA,Larceny Offenses,August 2018,16
NA,Weapon Law Violations,August 2018,1
NA,Vandalism,September 2018,2
NA,Motor Vehicle Theft,December 2018,3
NA,Fraud Offenses,April 2018,60
NA,Counterfeiting/Forgery,April 2018,2
4,Counterfeiting/Forgery,May 2018,10
3,Drug/Narcotic Offenses,October 2018,20
1,Drug/Narcotic Offenses,May 2018,26
3,Embezzlement,October 2018,3
3,Embezzlement,December 2018,1
4,Counterfeiting/Forgery,August 2018,9
2,Arson,July 2018,8
2,Arson,April 2018,8
3,Counterfeiting/Forgery,June 2018,15
1,Counterfeiting/Forgery,February 2018,11
1,Counterfeiting/Forgery,June 2018,32
1,Robbery,April 2018,28
4,Extortion/Blackmail,May 2018,1
3,Embezzlement,September 2018,2
3,Drug/Narcotic Offenses,March 2018,22
4,Arson,August 2018,6
4,Extortion/Blackmail,April 2018,1
NA,Fraud Offenses,November 2018,15
3,Robbery,May 2018,18
4,Kidnapping/Abduction,January 2018,2
4,Arson,June 2018,3
3,Stolen Property Offenses,May 2018,4
2,Counterfeiting/Forgery,December 2018,11
3,Weapon Law Violations,May 2018,7
3,Arson,September 2018,3
3,Prostitution Offenses,May 2018,2
4,Prostitution Offenses,January 2018,8
4,Embezzlement,October 2018,5
2,Animal Cruelty Offenses,July 2018,1
NA,Fraud Offenses,January 2018,31
NA,Counterfeiting/Forgery,January 2018,2
NA,Fraud Offenses,February 2018,33
NA,Counterfeiting/Forgery,February 2018,4
1,Drug/Narcotic Offenses,August 2018,40
1,Weapon Law Violations,September 2018,21
1,Arson,March 2018,6
4,Embezzlement,July 2018,5
4,Embezzlement,August 2018,3
4,Embezzlement,September 2018,7
2,Embezzlement,November 2018,2
2,Arson,February 2018,6
2,Counterfeiting/Forgery,November 2018,14
1,Pornography/Obscene Material,January 2018,3
4,Pornography/Obscene Material,March 2018,1
1,Arson,February 2018,7
2,Kidnapping/Abduction,January 2018,1
3,Homicide Offenses,February 2018,1
1,Embezzlement,February 2018,5
NA,Motor Vehicle Theft,April 2018,4
4,Embezzlement,April 2018,3
3,Embezzlement,August 2018,2
1,Arson,July 2018,5
2,Counterfeiting/Forgery,January 2018,10
1,Arson,October 2018,5
NA,Pornography/Obscene Material,September 2018,2
2,Pornography/Obscene Material,April 2018,1
2,Stolen Property Offenses,November 2018,2
1,Homicide Offenses,September 2018,1
2,Kidnapping/Abduction,September 2018,3
1,Bribery,February 2018,1
4,Pornography/Obscene Material,November 2018,2
1,Counterfeiting/Forgery,October 2018,27
4,Homicide Offenses,June 2018,1
2,Stolen Property Offenses,August 2018,2
2,Stolen Property Offenses,September 2018,3
1,Pornography/Obscene Material,December 2018,3
3,Counterfeiting/Forgery,February 2018,10
1,Arson,January 2018,5
3,Drug/Narcotic Offenses,May 2018,25
2,Embezzlement,October 2018,1
NA,Motor Vehicle Theft,May 2018,2
4,Stolen Property Offenses,December 2018,2
4,Pornography/Obscene Material,July 2018,1
3,Drug/Narcotic Offenses,January 2018,13
4,Pornography/Obscene Material,April 2018,2
3,Embezzlement,June 2018,1
3,Arson,January 2018,10
3,Arson,February 2018,2
3,Pornography/Obscene Material,May 2018,1
2,Embezzlement,June 2018,2
3,Extortion/Blackmail,August 2018,1
4,Embezzlement,February 2018,2
NA,Drug/Narcotic Offenses,August 2018,2
1,Extortion/Blackmail,May 2018,1
2,Arson,January 2018,5
3,Human Trafficking Offenses,February 2018,1
1,Animal Cruelty Offenses,July 2018,2
3,Pornography/Obscene Material,August 2018,1
2,Arson,March 2018,9
3,Bribery,December 2018,1
NA,Fraud Offenses,May 2018,35
NA,Drug/Narcotic Offenses,February 2018,4
1,Arson,August 2018,10
4,Stolen Property Offenses,February 2018,4
2,Gambling Offenses,May 2018,1
2,Embezzlement,March 2018,4
NA,Fraud Offenses,December 2018,27
2,Animal Cruelty Offenses,August 2018,1
3,Pornography/Obscene Material,March 2018,2
NA,Counterfeiting/Forgery,October 2018,4
1,Stolen Property Offenses,July 2018,2
3,Extortion/Blackmail,March 2018,1
NA,Motor Vehicle Theft,January 2018,3
4,Stolen Property Offenses,August 2018,1
2,Extortion/Blackmail,January 2018,1
1,Arson,April 2018,2
1,Extortion/Blackmail,February 2018,1
NA,Robbery,May 2018,1
3,Animal Cruelty Offenses,October 2018,1
1,Embezzlement,October 2018,1
3,Prostitution Offenses,January 2018,1
1,Animal Cruelty Offenses,December 2018,2
1,Weapon Law Violations,July 2018,19
2,Weapon Law Violations,July 2018,8
1,Embezzlement,December 2018,4
1,Homicide Offenses,June 2018,2
1,Embezzlement,July 2018,5
3,Embezzlement,March 2018,2
2,Homicide Offenses,May 2018,1
NA,Motor Vehicle Theft,June 2018,3
NA,Vandalism,August 2018,3
NA,Stolen Property Offenses,May 2018,1
1,Homicide Offenses,August 2018,1
1,Animal Cruelty Offenses,August 2018,1
2,Arson,June 2018,8
NA,Counterfeiting/Forgery,November 2018,2
2,Embezzlement,February 2018,1
3,Extortion/Blackmail,July 2018,2
3,Arson,June 2018,6
3,Embezzlement,May 2018,1
1,Embezzlement,May 2018,5
3,Prostitution Offenses,April 2018,1
3,Stolen Property Offenses,November 2018,2
1,Stolen Property Offenses,August 2018,5
3,Stolen Property Offenses,January 2018,1
2,Pornography/Obscene Material,March 2018,2
2,Embezzlement,July 2018,1
3,Animal Cruelty Offenses,December 2018,2
2,Arson,December 2018,1
NA,Animal Cruelty Offenses,May 2018,1
1,Animal Cruelty Offenses,June 2018,2
3,Pornography/Obscene Material,February 2018,1
2,Homicide Offenses,January 2018,1
1,Embezzlement,January 2018,4
2,Homicide Offenses,September 2018,1
2,Prostitution Offenses,January 2018,12
2,Stolen Property Offenses,January 2018,1
1,Arson,December 2018,1
NA,Drug/Narcotic Offenses,May 2018,2
2,Embezzlement,September 2018,4
4,Animal Cruelty Offenses,August 2018,1
4,Kidnapping/Abduction,December 2018,1
3,Homicide Offenses,November 2018,1
2,Stolen Property Offenses,April 2018,2
2,Animal Cruelty Offenses,September 2018,1
2,Stolen Property Offenses,June 2018,1
2,Stolen Property Offenses,December 2018,1
4,Extortion/Blackmail,March 2018,1
1,Drug/Narcotic Offenses,September 2018,37
3,Stolen Property Offenses,April 2018,2
3,Prostitution Offenses,June 2018,4
2,Animal Cruelty Offenses,October 2018,1
3,Weapon Law Violations,August 2018,4
3,Prostitution Offenses,December 2018,1
NA,Burglary,March 2018,1
NA,Weapon Law Violations,January 2018,1
NA,Burglary,November 2018,1
1,Stolen Property Offenses,September 2018,3
1,Embezzlement,June 2018,4
NA,Vandalism,June 2018,2
4,Pornography/Obscene Material,October 2018,1
2,Kidnapping/Abduction,March 2018,1
1,Embezzlement,August 2018,3
1,Pornography/Obscene Material,June 2018,2
1,Embezzlement,April 2018,2
2,Animal Cruelty Offenses,December 2018,1
1,Prostitution Offenses,May 2018,15
1,Prostitution Offenses,March 2018,30
1,Prostitution Offenses,April 2018,19
1,Prostitution Offenses,November 2018,9
1,Homicide Offenses,October 2018,2
1,Prostitution Offenses,February 2018,8
1,Prostitution Offenses,June 2018,2
1,Prostitution Offenses,July 2018,4
1,Prostitution Offenses,August 2018,11
1,Prostitution Offenses,September 2018,5
1,Prostitution Offenses,December 2018,4
1,Stolen Property Offenses,November 2018,2
NA,Drug/Narcotic Offenses,January 2018,1
1,Stolen Property Offenses,April 2018,1
1,Extortion/Blackmail,August 2018,2
1,Stolen Property Offenses,December 2018,2
NA,Fraud Offenses,September 2018,17
1,Human Trafficking Offenses,April 2018,1
1,Extortion/Blackmail,January 2018,2
1,Prostitution Offenses,January 2018,12
1,Homicide Offenses,July 2018,1
1,Homicide Offenses,November 2018,2
1,Embezzlement,March 2018,1
1,Stolen Property Offenses,March 2018,1
1,Stolen Property Offenses,June 2018,1
NA,Counterfeiting/Forgery,December 2018,5
NA,Drug/Narcotic Offenses,July 2018,2
NA,Weapon Law Violations,April 2018,1
NA,Drug/Narcotic Offenses,November 2018,1
NA,Drug/Narcotic Offenses,October 2018,1
NA,Vandalism,November 2018,4
NA,Pornography/Obscene Material,July 2018,3
NA,Counterfeiting/Forgery,July 2018,2
4,Homicide Offenses,November 2018,2
2,Stolen Property Offenses,October 2018,1
2,Animal Cruelty Offenses,March 2018,1
3,Homicide Offenses,September 2018,1
2,Prostitution Offenses,September 2018,1
3,Prostitution Offenses,August 2018,10
3,Animal Cruelty Offenses,July 2018,1
4,Stolen Property Offenses,July 2018,2
4,Bribery,November 2018,1
4,Weapon Law Violations,October 2018,5
4,Homicide Offenses,October 2018,1
3,Stolen Property Offenses,February 2018,1
1,Pornography/Obscene Material,February 2018,1
3,Prostitution Offenses,September 2018,12
1,Bribery,September 2018,1
1,Stolen Property Offenses,May 2018,3
1,Animal Cruelty Offenses,April 2018,1
1,Stolen Property Offenses,February 2018,1
1,Bribery,May 2018,1
3,Stolen Property Offenses,September 2018,1
NA,Vandalism,May 2018,3
NA,Fraud Offenses,August 2018,25
NA,Prostitution Offenses,August 2018,1
NA,Assault Offenses,October 2018,3
NA,Weapon Law Violations,October 2018,1
NA,Motor Vehicle Theft,October 2018,1
3,Stolen Property Offenses,October 2018,1
NA,Drug/Narcotic Offenses,April 2018,2
4,Homicide Offenses,May 2018,1
4,Animal Cruelty Offenses,December 2018,1
4,Animal Cruelty Offenses,February 2018,1
NA,Motor Vehicle Theft,February 2018,3
NA,Motor Vehicle Theft,March 2018,1
NA,Robbery,March 2018,1
NA,Kidnapping/Abduction,April 2018,1
NA,Counterfeiting/Forgery,June 2018,5
NA,Robbery,June 2018,1
NA,Robbery,July 2018,2
NA,Prostitution Offenses,July 2018,2
NA,Motor Vehicle Theft,July 2018,1
NA,Extortion/Blackmail,July 2018,1
NA,Embezzlement,July 2018,1
NA,Robbery,August 2018,1
NA,Kidnapping/Abduction,September 2018,1
NA,Burglary,September 2018,1
NA,Prostitution Offenses,May 2018,1
NA,Human Trafficking Offenses,January 2018,2
NA,Human Trafficking Offenses,March 2018,1
NA,Human Trafficking Offenses,April 2018,1
NA,Prostitution Offenses,September 2018,1
NA,Pornography/Obscene Material,April 2018,1
NA,Vandalism,January 2018,1
NA,Homicide Offenses,July 2018,1
4,Stolen Property Offenses,March 2018,1
1,Assault Offenses,January 2019,186
3,Assault Offenses,January 2019,144
2,Assault Offenses,January 2019,143
4,Assault Offenses,January 2019,143
2,Sex Offenses,January 2019,15
3,Human Trafficking Offenses,January 2019,2
3,Vandalism,January 2019,126
2,Vandalism,January 2019,117
2,Larceny Offenses,January 2019,564
4,Sex Offenses,January 2019,20
1,Weapon Law Violations,January 2019,19
2,Burglary,January 2019,110
1,Vandalism,January 2019,107
3,Motor Vehicle Theft,January 2019,128
1,Sex Offenses,January 2019,16
3,Sex Offenses,January 2019,9
2,Weapon Law Violations,January 2019,13
1,Burglary,January 2019,86
3,Robbery,January 2019,17
3,Larceny Offenses,January 2019,470
4,Robbery,January 2019,19
1,Drug/Narcotic Offenses,January 2019,51
NA,Human Trafficking Offenses,January 2019,2
3,Drug/Narcotic Offenses,January 2019,20
3,Weapon Law Violations,January 2019,13
3,Pornography/Obscene Material,January 2019,1
NA,Assault Offenses,January 2019,5
3,Fraud Offenses,January 2019,61
1,Larceny Offenses,January 2019,478
4,Kidnapping/Abduction,January 2019,2
2,Animal Cruelty Offenses,January 2019,1
4,Larceny Offenses,January 2019,553
3,Burglary,January 2019,103
1,Fraud Offenses,January 2019,83
4,Vandalism,January 2019,147
NA,Fraud Offenses,January 2019,14
NA,Sex Offenses,January 2019,4
2,Robbery,January 2019,28
4,Fraud Offenses,January 2019,59
2,Fraud Offenses,January 2019,65
1,Robbery,January 2019,21
1,Counterfeiting/Forgery,January 2019,39
2,Assault Offenses,February 2019,130
1,Assault Offenses,February 2019,154
3,Robbery,February 2019,17
3,Assault Offenses,February 2019,113
1,Sex Offenses,February 2019,13
4,Assault Offenses,February 2019,136
2,Vandalism,February 2019,125
1,Vandalism,February 2019,92
3,Sex Offenses,February 2019,8
4,Sex Offenses,February 2019,15
4,Kidnapping/Abduction,February 2019,1
2,Motor Vehicle Theft,February 2019,151
3,Larceny Offenses,February 2019,463
2,Larceny Offenses,February 2019,445
4,Larceny Offenses,February 2019,453
1,Weapon Law Violations,February 2019,18
1,Robbery,February 2019,25
3,Vandalism,February 2019,118
NA,Assault Offenses,February 2019,9
NA,Motor Vehicle Theft,February 2019,3
NA,Pornography/Obscene Material,February 2019,2
NA,Sex Offenses,February 2019,7
1,Burglary,February 2019,73
2,Sex Offenses,February 2019,13
1,Larceny Offenses,February 2019,379
2,Burglary,February 2019,77
1,Fraud Offenses,February 2019,54
4,Fraud Offenses,February 2019,85
2,Robbery,February 2019,19
1,Drug/Narcotic Offenses,February 2019,47
3,Human Trafficking Offenses,February 2019,1
3,Prostitution Offenses,February 2019,1
2,Weapon Law Violations,February 2019,8
1,Human Trafficking Offenses,February 2019,1
2,Fraud Offenses,February 2019,57
2,Pornography/Obscene Material,February 2019,1
3,Fraud Offenses,February 2019,67
1,Extortion/Blackmail,February 2019,2
3,Assault Offenses,March 2019,132
2,Assault Offenses,March 2019,144
1,Assault Offenses,March 2019,199
4,Assault Offenses,March 2019,165
3,Sex Offenses,March 2019,10
1,Sex Offenses,March 2019,14
4,Burglary,March 2019,73
2,Weapon Law Violations,March 2019,17
2,Vandalism,March 2019,120
1,Larceny Offenses,March 2019,456
4,Sex Offenses,March 2019,10
2,Sex Offenses,March 2019,16
4,Larceny Offenses,March 2019,504
3,Drug/Narcotic Offenses,March 2019,20
NA,Sex Offenses,March 2019,7
1,Drug/Narcotic Offenses,March 2019,54
3,Robbery,March 2019,13
2,Robbery,March 2019,16
3,Vandalism,March 2019,112
3,Larceny Offenses,March 2019,483
2,Larceny Offenses,March 2019,470
NA,Assault Offenses,March 2019,10
1,Vandalism,March 2019,132
4,Vandalism,March 2019,131
1,Motor Vehicle Theft,March 2019,173
2,Kidnapping/Abduction,March 2019,2
4,Fraud Offenses,March 2019,82
1,Fraud Offenses,March 2019,87
1,Weapon Law Violations,March 2019,26
3,Weapon Law Violations,March 2019,15
NA,Pornography/Obscene Material,March 2019,1
