state,county,DEM,GRN,LIB,REP,total_votes,electoral_college_votes
Massachusetts,Manchester,2712,14,53,1014,3819,11
Massachusetts,Mansfield,9024,66,222,5149,14537,11
Massachusetts,Marblehead,10128,47,176,3790,14234,11
Massachusetts,Marion,2369,11,52,1244,3696,11
Massachusetts,Marlborough,12610,90,250,6100,19143,11
Massachusetts,Marshfield,9671,79,233,7498,17482,11
Massachusetts,Mashpee,5982,41,122,4086,10263,11
Massachusetts,Mattapoisett,2730,18,53,1888,4697,11
Massachusetts,Maynard,4942,44,89,1672,6786,11
Massachusetts,Medfield,5668,21,148,2374,8211,11
Massachusetts,Medford,23495,208,294,7566,31713,11
Massachusetts,Medway,5156,43,155,3004,8416,11
Massachusetts,Melrose,13213,71,197,4646,18241,11
Massachusetts,Mendon,2067,25,73,1774,3944,11
Massachusetts,Merrimac,2549,17,71,1725,4391,11
Massachusetts,Methuen,14328,111,256,11127,25919,11
Massachusetts,Middleborough,6324,71,242,7164,13857,11
Massachusetts,Middlefield,199,1,9,124,334,11
Massachusetts,Middleton,2764,21,77,2966,5858,11
Massachusetts,Milford,8700,78,184,5544,14580,11
Massachusetts,Millbury,4196,53,149,3739,8162,11
Massachusetts,Millis,3502,33,81,2001,5639,11
Massachusetts,Millville,821,7,37,976,1848,11
Massachusetts,Milton,12862,45,178,4441,17314,11
Massachusetts,Monroe,28,0,1,31,60,11
Massachusetts,Monson,2446,31,97,2588,5175,11
Massachusetts,Montague,3520,56,86,1211,4898,11
Massachusetts,Monterey,481,2,6,102,592,11
Massachusetts,Montgomery,246,1,4,312,564,11
Massachusetts,Mount Washington,102,4,1,16,125,11
Massachusetts,Nahant,1629,7,30,842,2524,11
Massachusetts,Nantucket,5241,41,81,1914,7306,11
Massachusetts,Natick,16330,87,254,4971,21914,11
Massachusetts,Needham,15573,62,235,4078,20113,11
Massachusetts,New Ashford,98,1,4,48,151,11
Massachusetts,New Bedford,21267,194,354,12964,34877,11
Massachusetts,New Braintree,319,4,9,337,671,11
Massachusetts,New Marlborough,678,4,13,264,959,11
Massachusetts,New Salem,419,12,8,237,681,11
Massachusetts,Newbury,3138,23,90,1754,5025,11
Massachusetts,Newburyport,9224,53,178,3253,12708,11
Massachusetts,Newton,40907,214,509,8357,50295,11
Massachusetts,Norfolk,4100,23,106,2570,6853,11
Massachusetts,North Adams,4216,44,72,1600,5932,11
Massachusetts,North Andover,11022,65,244,6548,18012,11
Massachusetts,North Attleborough,9724,96,262,7050,17191,11
Massachusetts,North Brookfield,1181,10,54,1459,2715,11
Massachusetts,North Reading,5585,35,140,4116,9930,11
Massachusetts,Northampton,15649,199,146,1855,17925,11
Massachusetts,Northborough,6476,51,166,2913,9687,11
Massachusetts,Northbridge,4720,48,180,4244,9228,11
Massachusetts,Northfield,1211,8,37,592,1855,11
Massachusetts,Norton,5918,65,193,4735,10974,11
Massachusetts,Norwell,4291,18,93,2920,7386,11
Massachusetts,Norwood,11212,83,228,5824,17453,11
Massachusetts,Oak Bluffs,2420,20,32,730,3209,11
Massachusetts,Oakham,554,7,29,664,1257,11
Massachusetts,Orange,1984,35,69,1699,3800,11
Massachusetts,Orleans,3288,15,56,1458,4842,11
Massachusetts,Otis,550,6,14,441,1014,11
Massachusetts,Oxford,3593,44,142,3765,7574,11
Massachusetts,Palmer,3108,32,102,3240,6503,11
Massachusetts,Paxton,1625,12,41,1268,2962,11
Massachusetts,Peabody,16860,96,313,12704,30090,11
Massachusetts,Pelham,819,7,8,89,925,11
Massachusetts,Pembroke,6174,73,167,5263,11753,11
Massachusetts,Pepperell,3869,38,146,3205,7307,11
Massachusetts,Peru,299,2,14,216,533,11
Massachusetts,Petersham,528,4,17,321,872,11
Massachusetts,Phillipston,465,2,20,607,1094,11
Massachusetts,Pittsfield,16404,166,290,5017,21942,11
Massachusetts,Plainfield,316,4,6,116,443,11
Massachusetts,Plainville,3196,38,112,2474,5823,11
Massachusetts,Plymouth,21266,166,560,15152,37336,11
Massachusetts,Plympton,962,12,31,912,1918,11
Massachusetts,Princeton,1530,3,45,977,2575,11
Massachusetts,Provincetown,2402,6,10,182,2613,11
Massachusetts,Quincy,30446,235,538,14340,45793,11
Massachusetts,Randolph,13676,75,113,3523,17455,11
Massachusetts,Raynham,4372,39,130,4243,8811,11
Massachusetts,Reading,11134,75,216,5444,16952,11
Massachusetts,Rehoboth,3650,38,118,4076,7917,11
Massachusetts,Revere,13360,100,155,7203,20890,11
Massachusetts,Richmond,828,4,8,215,1057,11
Massachusetts,Rochester,1762,15,51,1991,3833,11
Massachusetts,Rockland,5400,60,153,4319,9994,11
Massachusetts,Rockport,3861,23,65,1306,5275,11
Massachusetts,Rowe,152,0,2,113,267,11
Massachusetts,Rowley,2180,21,58,1942,4227,11
Massachusetts,Royalston,408,3,18,357,787,11
Massachusetts,Russell,366,6,28,512,919,11
Massachusetts,Rutland,2818,29,121,2667,5675,11
Massachusetts,Salem,18023,157,286,5433,24018,11
Massachusetts,Salisbury,2845,18,84,2597,5556,11
Massachusetts,Sandisfield,306,2,5,200,515,11
Massachusetts,Sandwich,7739,57,189,6044,14061,11
Massachusetts,Saugus,8001,50,150,7543,15797,11
Massachusetts,Savoy,226,4,7,161,399,11
Massachusetts,Scituate,8608,54,185,4614,13530,11
Massachusetts,Seekonk,4786,34,121,3970,8955,11
Massachusetts,Sharon,8778,49,139,2603,11617,11
Massachusetts,Sheffield,1542,15,21,578,2162,11
Massachusetts,Shelburne,927,8,24,209,1174,11
Massachusetts,Sherborn,2267,15,72,579,2963,11
Massachusetts,Shirley,2100,22,67,1493,3700,11
Massachusetts,Shrewsbury,13590,107,280,7058,21131,11
Massachusetts,Shutesbury,1154,13,13,144,1330,11
Massachusetts,Somerset,5815,45,135,5113,11122,11
Massachusetts,Somerville,37027,332,346,4283,42200,11
Massachusetts,South Hadley,6590,59,144,3230,10059,11
Massachusetts,Southampton,2231,20,76,1811,4194,11
Massachusetts,Southborough,4618,27,113,1851,6665,11
Massachusetts,Southbridge,4079,51,79,3022,7261,11
Massachusetts,Southwick,2360,30,99,3221,5732,11
Massachusetts,Spencer,2989,36,100,3287,6412,11
Massachusetts,Springfield,39361,278,546,13957,54373,11
Massachusetts,Sterling,2841,30,100,2444,5451,11
Massachusetts,Stockbridge,1099,11,12,237,1401,11
Massachusetts,Stoneham,8676,59,151,5372,14322,11
Massachusetts,Stoughton,10254,69,189,5081,15623,11
Massachusetts,Stow,3551,23,109,1258,4964,11
Massachusetts,Sturbridge,3417,29,129,2515,6093,11
Massachusetts,Sudbury,9345,45,187,2691,12354,11
Massachusetts,Sunderland,1605,25,21,394,2050,11
Massachusetts,Sutton,3091,21,96,3081,6156,11
Massachusetts,Swampscott,6845,33,92,2555,9572,11
Massachusetts,Swansea,4736,36,119,5123,10034,11
Massachusetts,Taunton,14996,154,379,11148,26773,11
Massachusetts,Templeton,2061,31,95,2289,4495,11
Massachusetts,Tewksbury,9954,78,250,8783,19137,11
Massachusetts,Tisbury,2225,25,35,542,2835,11
Massachusetts,Tolland,136,0,5,186,328,11
Massachusetts,Topsfield,2460,10,72,1602,4144,11
Massachusetts,Townsend,2687,26,108,2620,5476,11
Massachusetts,Truro,1386,8,19,340,1762,11
Massachusetts,Tyngsborough,4034,30,106,3375,7545,11
Massachusetts,Tyringham,234,2,3,72,314,11
Massachusetts,Upton,3173,23,82,1988,5300,11
Massachusetts,Uxbridge,4351,70,166,4093,8727,11
Massachusetts,Wakefield,10215,73,193,6032,16623,11
Massachusetts,Wales,429,8,26,619,1087,11
Massachusetts,Walpole,9474,71,269,6243,16166,11
Massachusetts,Waltham,20424,186,345,7787,28896,11
Massachusetts,Ware,2353,45,92,2444,4951,11
Massachusetts,Wareham,6883,73,202,5518,12726,11
Massachusetts,Warren,1149,15,52,1375,2599,11
Massachusetts,Warwick,343,7,12,160,523,11
Massachusetts,Washington,240,1,5,107,353,11
Massachusetts,Watertown,14970,131,207,3801,19227,11
Massachusetts,Wayland,7344,60,143,1705,9302,11
Massachusetts,Webster,4046,51,123,4039,8298,11
Massachusetts,Wellesley,12630,47,198,3295,16342,11
Massachusetts,Wellfleet,1971,17,24,496,2484,11
Massachusetts,Wendell,487,9,13,105,614,11
Massachusetts,Wenham,1761,9,56,765,2608,11
Massachusetts,West Boylston,2788,29,83,1872,4802,11
Massachusetts,West Bridgewater,2224,27,77,2272,4625,11
Massachusetts,West Brookfield,1137,12,38,1127,2327,11
Massachusetts,West Newbury,2111,5,72,1061,3270,11
Massachusetts,West Springfield,7157,66,183,6067,13513,11
Massachusetts,West Stockbridge,784,4,15,164,971,11
Massachusetts,West Tisbury,1921,17,17,338,2295,11
Massachusetts,Westborough,7569,55,160,2776,10636,11
Massachusetts,Westfield,10200,126,418,9858,20685,11
Massachusetts,Westford,10229,65,258,4656,15298,11
Massachusetts,Westhampton,746,11,11,426,1195,11
Massachusetts,Westminster,2665,28,108,2477,5294,11
Massachusetts,Weston,5129,19,152,1712,7085,11
Massachusetts,Westport,5319,62,122,5018,10546,11
Massachusetts,Westwood,6832,40,149,3444,10545,11
Massachusetts,Weymouth,19615,138,436,12460,32827,11
Massachusetts,Whately,745,10,16,332,1107,11
Massachusetts,Whitman,4496,45,153,3882,8629,11
Massachusetts,Wilbraham,4928,41,135,4262,9397,11
Massachusetts,Williamsburg,1446,13,21,337,1822,11
Massachusetts,Williamstown,3196,17,29,499,3757,11
Massachusetts,Wilmington,8027,69,198,6448,14806,11
