state,county,DEM,GRN,LIB,REP,total_votes,electoral_college_votes
Minnesota,Kanabec County,2774,23,93,6278,8745,10
Minnesota,Kandiyohi County,8440,53,211,14437,23977,10
Minnesota,Kittson County,1006,8,44,1546,2627,10
Minnesota,Koochiching County,2659,17,60,4131,6879,10
Minnesota,Lac qui Parle County,1446,7,20,2528,4266,10
Minnesota,Lake County,3647,26,78,3393,7885,10
Minnesota,Lake of the Woods County,671,4,22,1704,2407,10
Minnesota,Le Sueur County,5672,42,169,10775,16486,10
Minnesota,Lincoln County,937,6,23,2121,3343,10
Minnesota,Lyon County,4634,28,140,7979,12877,10
Minnesota,Mahnomen County,1112,6,9,1142,2302,10
Minnesota,Marshall County,1295,8,37,3721,5171,10
Minnesota,Martin County,3305,24,98,7480,11686,10
Minnesota,McLeod County,6413,58,292,13986,20114,10
Minnesota,Meeker County,3867,41,122,9359,13136,10
Minnesota,Mille Lacs County,4404,31,181,9952,462,10
Minnesota,Morrison County,4367,52,173,14821,18838,10
Minnesota,Mower County,8899,47,177,10025,20341,10
Minnesota,Murray County,1449,10,32,3363,5103,10
Minnesota,Nicollet County,9622,78,222,9018,21211,10
Minnesota,Nobles County,2933,19,59,5600,8708,10
Minnesota,Norman County,1404,10,31,1953,3500,10
Minnesota,Olmsted County,49491,263,1078,39692,92950,10
Minnesota,Otter Tail County,11958,76,257,23800,37700,10
Minnesota,Pennington County,2568,12,103,4532,7181,10
Minnesota,Pine County,5419,51,168,10256,14871,10
Minnesota,Pipestone County,1306,12,25,3553,4930,10
Minnesota,Polk County,5439,29,123,9865,16294,10
Minnesota,Pope County,2477,16,56,4417,6959,10
Minnesota,Ramsey County,211620,1062,2865,77376,322228,10
Minnesota,Red Lake County,691,7,18,1454,2022,10
Minnesota,Redwood County,2355,11,76,5771,8274,10
Minnesota,Renville County,2496,19,68,5467,8115,10
Minnesota,Rice County,17402,115,372,17464,37634,10
Minnesota,Rock County,1556,13,35,3583,5134,10
Minnesota,Roseau County,2188,18,81,6065,8347,10
Minnesota,Scott County,40040,240,1048,45872,87034,10
Minnesota,Sherburne County,18065,153,734,36222,56008,10
Minnesota,Sibley County,2417,22,71,5864,8326,10
Minnesota,St. Louis County,67704,396,1388,49017,133513,10
Minnesota,Stearns County,31879,275,1036,50959,92327,10
Minnesota,Steele County,7917,69,278,12656,22248,10
Minnesota,Stevens County,1922,18,44,3044,5060,10
Minnesota,Swift County,1784,11,42,3316,5441,10
Minnesota,Todd County,3286,23,85,9753,12827,10
Minnesota,Traverse County,661,5,12,1172,1977,10
Minnesota,Wabasha County,4696,33,133,8153,13030,10
Minnesota,Wadena County,2023,14,54,5520,7416,10
Minnesota,Waseca County,3496,34,123,6624,10383,10
Minnesota,Washington County,89165,477,1895,73764,167313,10
Minnesota,Watonwan County,1987,16,28,3103,5470,10
Minnesota,Wilkin County,1026,5,41,2328,3544,10
Minnesota,Winona County,13333,80,272,13227,31439,10
Minnesota,Wright County,28430,273,992,51973,80757,10
Minnesota,Yellow Medicine County,1688,11,45,3734,5773,10
Mississippi,Adams County,7917,10,48,5696,12268,6
Mississippi,Alcorn County,2782,9,118,12818,15811,6
Mississippi,Amite County,2620,10,21,4503,7207,6
Mississippi,Attala County,3542,11,36,5178,8832,6
Mississippi,Benton County,1679,5,12,2570,4292,6
Mississippi,Bolivar County,8904,19,48,4671,13755,6
Mississippi,Calhoun County,1902,4,15,4625,6595,6
Mississippi,Carroll County,1729,7,14,3924,5874,6
Mississippi,Chickasaw County,3810,9,75,4175,8160,6
Mississippi,Choctaw County,1185,2,16,3001,4225,6
Mississippi,Claiborne County,3772,10,11,603,4489,6
Mississippi,Clarke County,2838,14,28,5417,8348,6
Mississippi,Clay County,5844,12,48,4181,10296,6
Mississippi,Coahoma County,6020,14,20,2375,8660,6
Mississippi,Copiah County,6470,11,58,6250,12915,6
Mississippi,Covington County,3416,3,33,5854,9382,6
Mississippi,DeSoto County,28265,96,722,46462,76248,6
Mississippi,Forrest County,13755,54,329,17290,31726,6
Mississippi,Franklin County,1480,3,21,2923,4464,6
Mississippi,George County,1218,10,54,9713,11064,6
Mississippi,Greene County,966,4,20,4794,5816,6
Mississippi,Grenada County,4734,8,38,6081,11112,6
Mississippi,Hancock County,4504,23,183,16132,20957,6
Mississippi,Harrison County,27728,101,726,46822,75865,6
Mississippi,Hinds County,73550,110,396,25141,117140,6
Mississippi,Holmes County,6588,15,26,1369,6542,6
Mississippi,Humphreys County,3016,4,10,1118,4189,6
Mississippi,Issaquena County,355,0,5,308,682,6
Mississippi,Itawamba County,1249,15,79,9438,10826,6
Mississippi,Jackson County,17375,76,474,36295,54623,6
Mississippi,Jasper County,4341,6,30,4302,8754,6
Mississippi,Jefferson County,3327,6,14,531,3916,6
Mississippi,Jefferson Davis County,3599,5,16,2534,6213,6
Mississippi,Jones County,8517,24,169,21226,30091,6
Mississippi,Kemper County,2887,9,10,1787,4732,6
Mississippi,Lafayette County,10070,40,242,12949,23481,6
Mississippi,Lamar County,7340,32,264,20704,28526,6
Mississippi,Lauderdale County,12960,25,149,17967,31266,6
Mississippi,Lawrence County,2260,8,19,4285,6547,6
Mississippi,Leake County,3897,6,19,5228,9209,6
Mississippi,Lee County,12189,44,292,24207,38837,6
Mississippi,Leflore County,7648,9,31,3129,8181,6
Mississippi,Lincoln County,5040,19,64,11596,16818,6
Mississippi,Lowndes County,13087,32,182,13800,27273,6
Mississippi,Madison County,24440,41,351,31091,56335,6
Mississippi,Marion County,3787,11,44,8273,12194,6
Mississippi,Marshall County,8057,27,48,7566,15830,6
Mississippi,Monroe County,5874,17,93,11177,17280,6
Mississippi,Montgomery County,2121,3,9,2917,5091,6
Mississippi,Neshoba County,3260,6,46,8320,11720,6
Mississippi,Newton County,3075,8,47,6997,10189,6
Mississippi,Noxubee County,4040,6,13,1240,5341,6
Mississippi,Oktibbeha County,10299,51,255,9004,19812,6
Mississippi,Panola County,7403,11,48,8060,15635,6
Mississippi,Pearl River County,4148,31,160,19595,24056,6
Mississippi,Perry County,1362,7,21,4500,5922,6
Mississippi,Pike County,8646,18,91,8479,17362,6
Mississippi,Pontotoc County,2614,17,103,11550,14377,6
Mississippi,Prentiss County,2153,6,70,8370,10588,6
Mississippi,Quitman County,2150,5,12,1026,3238,6
Mississippi,Rankin County,18847,62,555,50895,70655,6
Mississippi,Scott County,4330,22,38,6285,10744,6
Mississippi,Sharkey County,1465,6,9,688,2183,6
Mississippi,Simpson County,4037,23,49,7635,11825,6
Mississippi,Smith County,1791,6,33,6458,8327,6
Mississippi,Stone County,1802,8,57,5964,7878,6
Mississippi,Sunflower County,6781,14,18,2799,9685,6
Mississippi,Tallahatchie County,3105,15,20,2488,5691,6
Mississippi,Tate County,4183,16,84,8707,13101,6
Mississippi,Tippah County,1937,9,43,8054,10102,6
Mississippi,Tishomingo County,1059,7,97,7933,9147,6
Mississippi,Tunica County,2580,7,9,926,3573,6
Mississippi,Union County,2160,13,81,10373,12683,6
Mississippi,Walthall County,2835,6,19,4220,7402,6
Mississippi,Warren County,10442,25,93,10365,21056,6
Mississippi,Washington County,12503,19,53,5300,16820,6
Mississippi,Wayne County,3624,11,45,6307,10087,6
Mississippi,Webster County,1043,2,27,4291,5402,6
Mississippi,Wilkinson County,2749,9,12,1324,4130,6
Mississippi,Winston County,4040,4,41,5112,9266,6
Mississippi,Yalobusha County,2785,7,26,3671,6538,6
Mississippi,Yazoo County,5496,8,21,4832,10441,6
Missouri,Adair County,3710,42,157,6413,10336,10
Missouri,Andrew County,2351,19,120,7255,9752,10
Missouri,Atchison County,564,3,47,2199,2814,10
Missouri,Audrain County,2704,27,175,7732,10656,10
Missouri,Barry County,2948,27,180,12425,15598,10
Missouri,Barton County,844,13,47,5168,6077,10
Missouri,Bates County,1672,14,120,6597,8416,10
Missouri,Benton County,2180,22,152,8109,10476,10
Missouri,Bollinger County,750,13,51,5167,5983,10
Missouri,Boone County,50064,312,1968,38646,91168,10
Missouri,Buchanan County,13445,127,529,22450,36598,10
Missouri,Butler County,3301,41,188,14602,18141,10
Missouri,Caldwell County,897,7,50,3725,4695,10
Missouri,Callaway County,5870,64,371,14815,21144,10
Missouri,Camden County,5652,32,255,18850,24812,10
Missouri,Cape Girardeau County,10760,84,520,28907,40328,10
Missouri,Carroll County,786,6,32,3706,4532,10
Missouri,Carter County,418,6,18,2451,2897,10
Missouri,Cass County,19052,162,908,37197,57408,10
Missouri,Cedar County,1145,13,80,5788,7044,10
Missouri,Chariton County,916,4,40,3111,4077,10
Missouri,Christian County,11131,82,638,34920,46839,10
Missouri,Clark County,678,12,32,2672,3394,10
Missouri,Clay County,59400,325,2019,64605,126569,10
Missouri,Clinton County,2896,30,150,7799,10888,10
Missouri,Cole County,12694,84,603,26086,39573,10
Missouri,Cooper County,2249,24,139,6272,8693,10
Missouri,Crawford County,2113,17,102,8725,10973,10
Missouri,Dade County,656,5,42,3414,4119,10
Missouri,Dallas County,1380,21,72,6619,8104,10
Missouri,Daviess County,746,4,49,3102,3911,10
Missouri,DeKalb County,930,9,62,3828,4843,10
Missouri,Dent County,1056,9,81,5987,7142,10
Missouri,Douglas County,1016,4,68,5898,7000,10
Missouri,Dunklin County,2200,11,61,8135,10419,10
Missouri,Franklin County,14569,148,816,38058,53685,10
Missouri,Gasconade County,1601,10,83,6222,7923,10
Missouri,Gentry County,613,1,34,2581,3237,10
Missouri,Greene County,55068,432,2454,83630,141800,10
Missouri,Grundy County,799,8,42,3585,4437,10
Missouri,Harrison County,597,7,22,3198,3826,10
Missouri,Henry County,2619,17,114,8027,10788,10
Missouri,Hickory County,1056,13,39,3966,5080,10
Missouri,Holt County,338,5,23,1976,2344,10
Missouri,Howard County,1413,14,106,3553,5091,10
Missouri,Howell County,3218,31,197,15181,18648,10
Missouri,Iron County,945,11,33,3596,4592,10
Missouri,Jackson County,199842,1272,4723,126535,334055,10
Missouri,Jasper County,13549,155,862,37728,52352,10
Missouri,Jefferson County,37523,318,1635,77046,116672,10
Missouri,Johnson County,6974,66,554,15489,23123,10
Missouri,Knox County,340,0,26,1486,1856,10
Missouri,Laclede County,2780,35,181,13762,16792,10
Missouri,Lafayette County,4472,36,240,12273,17052,10
Missouri,Lawrence County,3214,39,202,14426,17909,10
Missouri,Lewis County,984,6,61,3553,4609,10
Missouri,Lincoln County,6607,68,450,21848,29017,10
Missouri,Linn County,1275,12,69,4363,5886,10
Missouri,Livingston County,1410,13,57,5267,6757,10
Missouri,Macon County,1662,11,78,6076,7836,10
Missouri,Madison County,1019,13,53,4584,5676,10
Missouri,Maries County,814,10,50,3892,4772,10
Missouri,Marion County,3202,28,190,9915,13348,10
Missouri,McDonald County,1439,19,114,7465,9052,10
Missouri,Mercer County,222,1,13,1541,1779,10
Missouri,Miller County,2038,19,133,10176,12380,10
Missouri,Mississippi County,1178,7,30,3537,4756,10
Missouri,Moniteau County,1308,8,88,5744,7157,10
Missouri,Monroe County,936,8,56,3477,4483,10
Missouri,Montgomery County,1208,12,84,4465,5772,10
Missouri,Morgan County,1924,10,98,7442,9487,10
Missouri,New Madrid County,1748,7,43,5447,7248,10
Missouri,Newton County,5818,52,385,22120,28392,10
Missouri,Nodaway County,2853,25,131,6865,9888,10
Missouri,Oregon County,823,2,58,3847,4742,10
Missouri,Osage County,1037,4,67,6425,7539,10
Missouri,Ozark County,752,7,32,4064,4870,10
Missouri,Pemiscot County,1560,6,45,4120,5735,10
Missouri,Perry County,1664,18,102,7657,9447,10
Missouri,Pettis County,4783,57,381,13854,19096,10
Missouri,Phelps County,5637,54,367,13480,19557,10
Missouri,Pike County,1717,19,93,5863,7695,10
Missouri,Platte County,27179,166,902,28917,58404,10
Missouri,Polk County,2885,20,278,11850,15072,10
Missouri,Pulaski County,3740,36,286,10329,14414,10
Missouri,Putnam County,361,0,13,1984,2361,10
Missouri,Ralls County,1205,7,51,4396,5662,10
Missouri,Randolph County,2485,25,200,8018,10742,10
Missouri,Ray County,3109,29,145,8345,11651,10
Missouri,Reynolds County,529,8,24,2733,3298,10
Missouri,Ripley County,833,7,34,4839,5717,10
Missouri,Saline County,2904,23,135,6451,9519,10
Missouri,Schuyler County,373,3,20,1606,2005,10
Missouri,Scotland County,388,7,25,1560,1984,10
Missouri,Scott County,3753,29,156,13769,17748,10
Missouri,Shannon County,706,8,24,3165,4133,10
Missouri,Shelby County,592,8,46,2700,3424,10
Missouri,St. Charles County,89530,527,3317,128389,221992,10
Missouri,St. Clair County,988,7,43,3932,5172,10
Missouri,St. Francois County,7044,73,337,20511,28001,10
Missouri,St. Louis County,328151,1650,6119,199493,536446,10
Missouri,St. Louis city,110089,599,1497,21474,134372,10
Missouri,Ste. Genevieve County,2713,14,111,6630,9484,10
Missouri,Stoddard County,1819,16,99,11484,13426,10
Missouri,Stone County,3506,22,146,14800,18520,10
Missouri,Sullivan County,478,2,14,1974,2471,10
Missouri,Taney County,5339,67,326,20508,26269,10
Missouri,Texas County,1716,14,93,9478,11519,10
Missouri,Vernon County,1903,12,110,7155,9185,10
Missouri,Warren County,4769,42,322,13222,18373,10
Missouri,Washington County,1804,21,94,8047,9972,10
Missouri,Wayne County,845,4,36,4987,5878,10
Missouri,Webster County,3573,33,254,14880,18779,10
Missouri,Worth County,215,0,14,877,1107,10
Missouri,Wright County,1168,15,94,7453,8739,10
Montana,Beaverhead County,1608,NA,130,3923,5665,4
Montana,Big Horn County,2491,NA,86,2207,4794,4
Montana,Blaine County,1589,NA,59,1469,3135,4
Montana,Broadwater County,835,NA,89,3173,4110,4
Montana,Carbon County,2421,NA,163,4468,7101,4
Montana,Carter County,74,NA,15,775,864,4
Montana,Cascade County,15456,NA,1114,23315,40039,4
Montana,Chouteau County,991,NA,83,1891,2992,4
Montana,Custer County,1514,NA,141,4205,5883,4
Montana,Daniels County,195,NA,20,799,1030,4
Montana,Dawson County,962,NA,105,3758,4837,4
Montana,Deer Lodge County,2562,NA,143,2186,4891,4
Montana,Fallon County,172,NA,28,1375,1576,4
Montana,Fergus County,1496,NA,142,4869,6534,4
Montana,Flathead County,20274,NA,1341,38321,60258,4
Montana,Gallatin County,37044,NA,2239,31696,71507,4
Montana,Garfield County,41,NA,8,764,813,4
Montana,Glacier County,3610,NA,123,1884,5719,4
Montana,Golden Valley County,78,NA,11,414,504,4
Montana,Granite County,638,NA,45,1419,2102,4
Montana,Hill County,2981,NA,244,3957,7223,4
Montana,Jefferson County,2625,NA,181,5345,8191,4
Montana,Judith Basin County,275,NA,29,1040,1348,4
Montana,Lake County,6916,NA,388,9322,16628,4
Montana,Lewis and Clark County,19743,NA,1113,21409,42509,4
Montana,Liberty County,249,NA,13,821,1088,4
Montana,Lincoln County,2835,NA,240,8672,11747,4
Montana,Madison County,1771,NA,125,4191,6118,4
Montana,McCone County,155,NA,17,956,1128,4
Montana,Meagher County,258,NA,19,833,1118,4
Montana,Mineral County,686,NA,49,1828,2563,4
Montana,Missoula County,43357,NA,1791,26347,71986,4
Montana,Musselshell County,413,NA,45,2423,2881,4
Montana,Park County,5280,NA,261,6025,11618,4
Montana,Petroleum County,39,NA,11,298,351,4
Montana,Phillips County,416,NA,30,1936,2386,4
Montana,Pondera County,903,NA,61,2031,3005,4
Montana,Powder River County,154,NA,12,970,1137,4
Montana,Powell County,752,NA,72,2355,3195,4
Montana,Prairie County,126,NA,15,603,747,4
Montana,Ravalli County,8763,NA,630,19114,28574,4
Montana,Richland County,875,NA,123,4800,5798,4
Montana,Roosevelt County,1910,NA,111,1996,4033,4
Montana,Rosebud County,1199,NA,88,2486,3784,4
Montana,Sanders County,1820,NA,142,5660,7652,4
Montana,Sheridan County,574,NA,53,1403,2030,4
Montana,Silver Bow County,10392,NA,521,7745,18827,4
Montana,Stillwater County,1156,NA,106,4462,5744,4
Montana,Sweet Grass County,549,NA,57,1840,2459,4
Montana,Teton County,1007,NA,64,2608,3706,4
Montana,Toole County,467,NA,56,1596,2123,4
Montana,Treasure County,78,NA,9,373,464,4
Montana,Valley County,1030,NA,96,3135,4272,4
Montana,Wheatland County,225,NA,20,823,1068,4
Montana,Wibaux County,77,NA,5,516,598,4
Montana,Yellowstone County,30679,NA,2370,50772,84109,4
Nebraska,Adams County,4213,NA,304,10085,14602,5
Nebraska,Antelope County,452,NA,38,3093,3583,5
Nebraska,Arthur County,21,NA,3,260,284,5
Nebraska,Banner County,43,NA,5,362,410,5
Nebraska,Blaine County,35,NA,2,280,317,5
Nebraska,Boone County,499,NA,65,2653,3217,5
Nebraska,Box Butte County,1051,NA,128,4002,5181,5
Nebraska,Boyd County,135,NA,8,1010,1153,5
Nebraska,Brown County,191,NA,18,1470,1679,5
Nebraska,Buffalo County,6350,NA,599,16640,23589,5
Nebraska,Burt County,1063,NA,88,2580,3731,5
Nebraska,Butler County,873,NA,83,3542,4498,5
Nebraska,Cass County,4737,NA,426,10121,15284,5
Nebraska,Cedar County,725,NA,97,4174,4996,5
Nebraska,Chase County,226,NA,27,1740,2043,5
Nebraska,Cherry County,373,NA,48,2844,3265,5
Nebraska,Cheyenne County,855,NA,97,3813,4765,5
Nebraska,Clay County,632,NA,78,2848,3558,5
Nebraska,Colfax County,1025,NA,56,2636,3726,5
Nebraska,Cuming County,870,NA,74,3507,4451,5
Nebraska,Custer County,786,NA,117,5090,5993,5
Nebraska,Dakota County,2744,NA,124,3926,6794,5
Nebraska,Dawes County,1082,NA,108,2931,4121,5
Nebraska,Dawson County,2497,NA,157,6524,9178,5
Nebraska,Deuel County,141,NA,20,871,1032,5
Nebraska,Dixon County,651,NA,97,2335,3083,5
Nebraska,Dodge County,5544,NA,348,10984,16876,5
Nebraska,Douglas County,150350,NA,5442,119159,274951,5
Nebraska,Dundy County,105,NA,11,883,999,5
Nebraska,Fillmore County,693,NA,82,2359,3134,5
Nebraska,Franklin County,276,NA,11,1437,1724,5
Nebraska,Frontier County,189,NA,22,1229,1440,5
Nebraska,Furnas County,399,NA,39,2163,2601,5
Nebraska,Gage County,3385,NA,238,7445,11068,5
Nebraska,Garden County,161,NA,18,1016,1195,5
Nebraska,Garfield County,133,NA,9,933,1075,5
Nebraska,Gosper County,215,NA,10,893,1118,5
Nebraska,Grant County,20,NA,7,375,402,5
Nebraska,Greeley County,229,NA,13,1016,1258,5
Nebraska,Hall County,7681,NA,504,16189,24374,5
Nebraska,Hamilton County,1118,NA,106,4309,5533,5
Nebraska,Harlan County,282,NA,31,1615,1928,5
Nebraska,Hayes County,34,NA,6,494,534,5
Nebraska,Hitchcock County,175,NA,30,1264,1469,5
Nebraska,Holt County,686,NA,82,4769,5537,5
Nebraska,Hooker County,59,NA,7,376,442,5
Nebraska,Howard County,648,NA,67,2786,3501,5
Nebraska,Jefferson County,1016,NA,84,2616,3716,5
Nebraska,Johnson County,647,NA,64,1518,2229,5
Nebraska,Kearney County,701,NA,81,2822,3604,5
Nebraska,Keith County,763,NA,57,3544,4364,5
Nebraska,Keya Paha County,49,NA,4,476,529,5
Nebraska,Kimball County,268,NA,43,1563,1874,5
Nebraska,Knox County,905,NA,71,3721,4697,5
Nebraska,Lancaster County,82293,NA,3706,70092,156091,5
Nebraska,Lincoln County,3692,NA,344,13071,17107,5
Nebraska,Logan County,38,NA,5,407,450,5
Nebraska,Loup County,75,NA,9,370,454,5
Nebraska,Madison County,3478,NA,347,11940,15765,5
Nebraska,McPherson County,17,NA,10,275,302,5
Nebraska,Merrick County,743,NA,95,3419,4282,5
Nebraska,Morrill County,386,NA,58,2113,2558,5
Nebraska,Nance County,359,NA,32,1437,1828,5
Nebraska,Nemaha County,921,NA,74,2428,3423,5
Nebraska,Nuckolls County,409,NA,37,1857,2303,5
Nebraska,Otoe County,2490,NA,176,5649,8315,5
Nebraska,Pawnee County,322,NA,36,1071,1429,5
Nebraska,Perkins County,199,NA,24,1321,1544,5
Nebraska,Phelps County,752,NA,100,4157,5009,5
Nebraska,Pierce County,480,NA,64,3462,4006,5
Nebraska,Platte County,3260,NA,227,12186,15673,5
Nebraska,Polk County,530,NA,58,2291,2879,5
Nebraska,Red Willow County,811,NA,116,4525,5452,5
Nebraska,Richardson County,996,NA,57,3073,4126,5
Nebraska,Rock County,84,NA,13,744,841,5
Nebraska,Saline County,1986,NA,153,3631,5770,5
Nebraska,Sarpy County,41206,NA,2488,51979,96193,5
Nebraska,Saunders County,3331,NA,296,9108,12735,5
Nebraska,Scotts Bluff County,4196,NA,321,10952,15469,5
Nebraska,Seward County,2438,NA,214,6490,9142,5
Nebraska,Sheridan County,340,NA,40,2292,2672,5
Nebraska,Sherman County,343,NA,33,1322,1698,5
Nebraska,Sioux County,72,NA,15,642,729,5
Nebraska,Stanton County,532,NA,68,2561,3165,5
Nebraska,Thayer County,624,NA,48,2308,2980,5
Nebraska,Thomas County,45,NA,5,377,427,5
Nebraska,Thurston County,1122,NA,23,1180,2325,5
Nebraska,Valley County,412,NA,27,1901,2340,5
Nebraska,Washington County,3554,NA,276,8583,12413,5
Nebraska,Wayne County,1022,NA,123,3055,4200,5
Nebraska,Webster County,335,NA,30,1511,1876,5
Nebraska,Wheeler County,59,NA,5,438,502,5
Nebraska,York County,1630,NA,176,5337,7143,5
Nevada,Carson City,12735,NA,432,16113,29739,6
Nevada,Churchill County,3051,NA,282,9372,12890,6
Nevada,Clark County,521852,NA,8761,430930,972510,6
Nevada,Douglas County,11571,NA,407,21630,34125,6
Nevada,Elko County,4557,NA,375,16741,21967,6
Nevada,Esmeralda County,74,NA,6,400,487,6
Nevada,Eureka County,105,NA,6,895,1017,6
Nevada,Humboldt County,1689,NA,104,5877,7771,6
Nevada,Lander County,496,NA,36,2198,2765,6
Nevada,Lincoln County,330,NA,17,2067,2446,6
Nevada,Lyon County,8473,NA,461,20914,30238,6
Nevada,Mineral County,829,NA,35,1423,2335,6
Nevada,Nye County,7288,NA,243,17528,25378,6
Nevada,Pershing County,547,NA,15,1731,2320,6
Nevada,Storey County,902,NA,34,1908,2877,6
Nevada,Washoe County,128128,NA,3526,116760,252142,6
Nevada,White Pine County,859,NA,43,3403,4369,6
New Hampshire,Acworth,293,NA,7,269,569,4
New Hampshire,Albany,250,NA,9,190,449,4
New Hampshire,Alexandria,440,NA,24,616,1080,4
New Hampshire,Allenstown,1050,NA,42,1233,2325,4
New Hampshire,Alstead,684,NA,28,477,1100,4
New Hampshire,Alton,1438,NA,45,2420,3903,4
New Hampshire,Amherst,4796,NA,133,3208,8137,4
New Hampshire,Andover,844,NA,18,726,1595,4
New Hampshire,Antrim,761,NA,35,779,1584,4
New Hampshire,Ashland,632,NA,24,562,1218,4
New Hampshire,Atkinson,2250,NA,59,2795,5104,4
New Hampshire,Auburn,1619,NA,46,2265,3930,4
New Hampshire,Barnstead,1150,NA,74,1698,2922,4
New Hampshire,Barrington,3142,NA,129,2733,6004,4
New Hampshire,Bartlett,1374,NA,23,773,2170,4
New Hampshire,Bath,259,NA,11,353,623,4
New Hampshire,Bedford,7521,NA,166,7052,14739,4
New Hampshire,Belmont,1609,NA,78,2365,4052,4
New Hampshire,Bennington,395,NA,14,424,837,4
New Hampshire,Benton,89,NA,3,143,235,4
New Hampshire,Berlin,2147,NA,66,1852,4065,4
New Hampshire,Bethlehem,1021,NA,30,620,1671,4
New Hampshire,Boscawen,931,NA,45,1064,2040,4
New Hampshire,Bow,3256,NA,89,2167,5512,4
New Hampshire,Bradford,563,NA,26,478,1062,4
New Hampshire,Brentwood,1505,NA,37,1372,2914,4
New Hampshire,Bridgewater,364,NA,17,472,861,4
New Hampshire,Bristol,842,NA,29,994,1871,4
New Hampshire,Brookfield,218,NA,12,315,545,4
New Hampshire,Brookline,1903,NA,78,1647,3628,4
New Hampshire,Campton,1120,NA,45,964,2129,4
New Hampshire,Canaan,1162,NA,34,890,2086,4
New Hampshire,Candia,1039,NA,41,1702,2789,4
New Hampshire,Canterbury,1009,NA,27,718,1754,4
New Hampshire,Carroll,266,NA,5,267,538,4
New Hampshire,Center Harbor,379,NA,6,407,792,4
New Hampshire,Charlestown,1185,NA,57,1239,2481,4
New Hampshire,Chatham,106,NA,8,130,244,4
New Hampshire,Chester,1465,NA,53,1951,3469,4
New Hampshire,Chesterfield,1390,NA,44,958,2392,4
New Hampshire,Chichester,770,NA,36,930,1753,4
New Hampshire,Claremont,2895,NA,130,2788,5813,4
New Hampshire,Clarksville,72,NA,3,108,183,4
New Hampshire,Colebrook,418,NA,26,630,1074,4
New Hampshire,Columbia,114,NA,2,235,364,4
New Hampshire,Concord,15511,NA,374,7983,23875,4
New Hampshire,Conway,3411,NA,90,2465,5966,4
New Hampshire,Cornish,679,NA,22,408,1141,4
New Hampshire,Croydon,172,NA,19,319,513,4
New Hampshire,Dalton,231,NA,2,295,536,4
New Hampshire,Danbury,290,NA,21,414,725,4
New Hampshire,Danville,1082,NA,48,1686,2816,4
New Hampshire,Deerfield,1360,NA,62,1786,3221,4
New Hampshire,Deering,462,NA,26,670,1158,4
New Hampshire,Derry,8215,NA,267,9412,17894,4
New Hampshire,Dixville,5,NA,0,0,5,4
New Hampshire,Dorchester,105,NA,4,124,233,4
New Hampshire,Dover,12508,NA,346,6331,19229,4
New Hampshire,Dublin,687,NA,18,404,1109,4
New Hampshire,Dummer,67,NA,4,113,184,4
New Hampshire,Dunbarton,877,NA,32,1121,2030,4
New Hampshire,Durham,5970,NA,128,1712,7810,4
New Hampshire,East Kingston,781,NA,22,889,1692,4
New Hampshire,Easton,167,NA,3,64,234,4
New Hampshire,Eaton,188,NA,4,117,309,4
New Hampshire,Effingham,391,NA,9,526,927,4
New Hampshire,Ellsworth,45,NA,1,32,78,4
New Hampshire,Enfield,1777,NA,58,930,2765,4
New Hampshire,Epping,2047,NA,79,2311,4437,4
New Hampshire,Epsom,1180,NA,45,1702,2927,4
New Hampshire,Errol,74,NA,1,148,223,4
New Hampshire,Exeter,6820,NA,148,3321,10336,4
New Hampshire,Farmington,1365,NA,68,2000,3433,4
New Hampshire,Fitzwilliam,666,NA,19,682,1367,4
New Hampshire,Francestown,592,NA,26,534,1152,4
New Hampshire,Franconia,542,NA,11,248,806,4
New Hampshire,Franklin,1804,NA,68,2281,4178,4
New Hampshire,Freedom,538,NA,14,538,1090,4
New Hampshire,Fremont,1151,NA,53,1635,2839,4
New Hampshire,Gilford,2508,NA,57,2748,5313,4
New Hampshire,Gilmanton,1020,NA,35,1423,2500,4
New Hampshire,Gilsum,240,NA,13,263,516,4
New Hampshire,Goffstown,4967,NA,183,5040,10196,4
New Hampshire,Gorham,906,NA,29,748,1672,4
New Hampshire,Goshen,186,NA,11,284,481,4
New Hampshire,Grafton,345,NA,16,423,784,4
New Hampshire,Grantham,1669,NA,31,747,2447,4
New Hampshire,Greenfield,529,NA,15,466,1010,4
New Hampshire,Greenland,1723,NA,36,1160,2919,4
New Hampshire,Greenville,501,NA,21,532,1054,4
New Hampshire,Groton,142,NA,6,232,358,4
New Hampshire,Hampstead,2494,NA,85,3303,5897,4
New Hampshire,Hampton,6150,NA,140,5212,11502,4
New Hampshire,Hampton Falls,845,NA,12,863,1720,4
New Hampshire,Hancock,875,NA,15,408,1298,4
New Hampshire,Hanover,6210,NA,66,841,8521,4
New Hampshire,Harrisville,553,NA,6,201,760,4
New Hampshire,Harts Location,23,NA,0,20,43,4
New Hampshire,Haverhill,925,NA,39,1180,2144,4
New Hampshire,Hebron,239,NA,14,267,523,4
New Hampshire,Henniker,1569,NA,67,1075,2711,4
New Hampshire,Hill,224,NA,8,403,635,4
New Hampshire,Hillsborough,1475,NA,79,1722,3276,4
New Hampshire,Hinsdale,1048,NA,33,829,1915,4
New Hampshire,Holderness,890,NA,22,569,1483,4
New Hampshire,Hollis,3277,NA,80,2468,5825,4
New Hampshire,Hooksett,4060,NA,138,4387,8585,4
